Population,Five-Year Age Groups,Gender,Hispanic Origin,Race,Year
2224997,20-24 years,Male,Hispanic or Latino,White,2015
2065046,20-24 years,Female,Hispanic or Latino,White,2016
2213595,20-24 years,Male,Hispanic or Latino,White,2016
2083516,20-24 years,Female,Hispanic or Latino,White,2017
2228224,20-24 years,Male,Hispanic or Latino,White,2017
2093408,20-24 years,Female,Hispanic or Latino,White,2018
2220222,20-24 years,Male,Hispanic or Latino,White,2018
2102174,20-24 years,Female,Hispanic or Latino,White,2019
2213760,20-24 years,Male,Hispanic or Latino,White,2019
2133324,20-24 years,Female,Hispanic or Latino,White,2020 
2237002,20-24 years,Male,Hispanic or Latino,White,2020 
1392500,25-29 years,Female,Hispanic or Latino,White,1999
1649580,25-29 years,Male,Hispanic or Latino,White,1999
1445511,25-29 years,Female,Hispanic or Latino,White,2000
1712230,25-29 years,Male,Hispanic or Latino,White,2000
1493405,25-29 years,Female,Hispanic or Latino,White,2001
1764191,25-29 years,Male,Hispanic or Latino,White,2001
1532285,25-29 years,Female,Hispanic or Latino,White,2002
1804121,25-29 years,Male,Hispanic or Latino,White,2002
1565235,25-29 years,Female,Hispanic or Latino,White,2003
1839483,25-29 years,Male,Hispanic or Latino,White,2003
1599203,25-29 years,Female,Hispanic or Latino,White,2004
1877429,25-29 years,Male,Hispanic or Latino,White,2004
1642494,25-29 years,Female,Hispanic or Latino,White,2005
1920004,25-29 years,Male,Hispanic or Latino,White,2005
1687777,25-29 years,Female,Hispanic or Latino,White,2006
1960127,25-29 years,Male,Hispanic or Latino,White,2006
1730656,25-29 years,Female,Hispanic or Latino,White,2007
1998393,25-29 years,Male,Hispanic or Latino,White,2007
1769678,25-29 years,Female,Hispanic or Latino,White,2008
2026019,25-29 years,Male,Hispanic or Latino,White,2008
1797795,25-29 years,Female,Hispanic or Latino,White,2009
2039322,25-29 years,Male,Hispanic or Latino,White,2009
1808811,25-29 years,Female,Hispanic or Latino,White,2010
2038706,25-29 years,Male,Hispanic or Latino,White,2010
1818861,25-29 years,Female,Hispanic or Latino,White,2011
2078098,25-29 years,Male,Hispanic or Latino,White,2011
1813766,25-29 years,Female,Hispanic or Latino,White,2012
2079982,25-29 years,Male,Hispanic or Latino,White,2012
1818811,25-29 years,Female,Hispanic or Latino,White,2013
2095435,25-29 years,Male,Hispanic or Latino,White,2013
1860136,25-29 years,Female,Hispanic or Latino,White,2014
2094562,25-29 years,Male,Hispanic or Latino,White,2014
1901684,25-29 years,Female,Hispanic or Latino,White,2015
2122592,25-29 years,Male,Hispanic or Latino,White,2015
1945426,25-29 years,Female,Hispanic or Latino,White,2016
2145515,25-29 years,Male,Hispanic or Latino,White,2016
2021405,25-29 years,Female,Hispanic or Latino,White,2017
2233069,25-29 years,Male,Hispanic or Latino,White,2017
2069986,25-29 years,Female,Hispanic or Latino,White,2018
2263357,25-29 years,Male,Hispanic or Latino,White,2018
2109841,25-29 years,Female,Hispanic or Latino,White,2019
2282985,25-29 years,Male,Hispanic or Latino,White,2019
2133365,25-29 years,Female,Hispanic or Latino,White,2020 
2284695,25-29 years,Male,Hispanic or Latino,White,2020 
1320470,30-34 years,Female,Hispanic or Latino,White,1999
1525451,30-34 years,Male,Hispanic or Latino,White,1999
1350791,30-34 years,Female,Hispanic or Latino,White,2000
1562542,30-34 years,Male,Hispanic or Latino,White,2000
1419056,30-34 years,Female,Hispanic or Latino,White,2001
1624655,30-34 years,Male,Hispanic or Latino,White,2001
1476253,30-34 years,Female,Hispanic or Latino,White,2002
1680297,30-34 years,Male,Hispanic or Latino,White,2002
1525617,30-34 years,Female,Hispanic or Latino,White,2003
1721071,30-34 years,Male,Hispanic or Latino,White,2003
1569616,30-34 years,Female,Hispanic or Latino,White,2004
1757433,30-34 years,Male,Hispanic or Latino,White,2004
1606756,30-34 years,Female,Hispanic or Latino,White,2005
1784602,30-34 years,Male,Hispanic or Latino,White,2005
1642080,30-34 years,Female,Hispanic or Latino,White,2006
1816561,30-34 years,Male,Hispanic or Latino,White,2006
1677370,30-34 years,Female,Hispanic or Latino,White,2007
1845229,30-34 years,Male,Hispanic or Latino,White,2007
1708964,30-34 years,Female,Hispanic or Latino,White,2008
1876198,30-34 years,Male,Hispanic or Latino,White,2008
1741252,30-34 years,Female,Hispanic or Latino,White,2009
1905060,30-34 years,Male,Hispanic or Latino,White,2009
1771068,30-34 years,Female,Hispanic or Latino,White,2010
1928866,30-34 years,Male,Hispanic or Latino,White,2010
1805271,30-34 years,Female,Hispanic or Latino,White,2011
1989991,30-34 years,Male,Hispanic or Latino,White,2011
1825093,30-34 years,Female,Hispanic or Latino,White,2012
2023251,30-34 years,Male,Hispanic or Latino,White,2012
1844487,30-34 years,Female,Hispanic or Latino,White,2013
2056272,30-34 years,Male,Hispanic or Latino,White,2013
1884025,30-34 years,Female,Hispanic or Latino,White,2014
2073471,30-34 years,Male,Hispanic or Latino,White,2014
1890959,30-34 years,Female,Hispanic or Latino,White,2015
2080167,30-34 years,Male,Hispanic or Latino,White,2015
1887374,30-34 years,Female,Hispanic or Latino,White,2016
2082467,30-34 years,Male,Hispanic or Latino,White,2016
1910479,30-34 years,Female,Hispanic or Latino,White,2017
2125667,30-34 years,Male,Hispanic or Latino,White,2017
1915073,30-34 years,Female,Hispanic or Latino,White,2018
2139824,30-34 years,Male,Hispanic or Latino,White,2018
1927215,30-34 years,Female,Hispanic or Latino,White,2019
2151245,30-34 years,Male,Hispanic or Latino,White,2019
1964242,30-34 years,Female,Hispanic or Latino,White,2020 
2179550,30-34 years,Male,Hispanic or Latino,White,2020 
1212147,35-39 years,Female,Hispanic or Latino,White,1999
1330536,35-39 years,Male,Hispanic or Latino,White,1999
1253256,35-39 years,Female,Hispanic or Latino,White,2000
1379613,35-39 years,Male,Hispanic or Latino,White,2000
1309669,35-39 years,Female,Hispanic or Latino,White,2001
1441415,35-39 years,Male,Hispanic or Latino,White,2001
1348662,35-39 years,Female,Hispanic or Latino,White,2002
1477255,35-39 years,Male,Hispanic or Latino,White,2002
1388522,35-39 years,Female,Hispanic or Latino,White,2003
1516779,35-39 years,Male,Hispanic or Latino,White,2003
1421676,35-39 years,Female,Hispanic or Latino,White,2004
1549884,35-39 years,Male,Hispanic or Latino,White,2004
1469627,35-39 years,Female,Hispanic or Latino,White,2005
1598925,35-39 years,Male,Hispanic or Latino,White,2005
1526427,35-39 years,Female,Hispanic or Latino,White,2006
1646738,35-39 years,Male,Hispanic or Latino,White,2006
1582844,35-39 years,Female,Hispanic or Latino,White,2007
1698107,35-39 years,Male,Hispanic or Latino,White,2007
1633117,35-39 years,Female,Hispanic or Latino,White,2008
1739534,35-39 years,Male,Hispanic or Latino,White,2008
1677460,35-39 years,Female,Hispanic or Latino,White,2009
1774263,35-39 years,Male,Hispanic or Latino,White,2009
1703064,35-39 years,Female,Hispanic or Latino,White,2010
1790621,35-39 years,Male,Hispanic or Latino,White,2010
1728237,35-39 years,Female,Hispanic or Latino,White,2011
1828776,35-39 years,Male,Hispanic or Latino,White,2011
1742379,35-39 years,Female,Hispanic or Latino,White,2012
1851903,35-39 years,Male,Hispanic or Latino,White,2012
1757996,35-39 years,Female,Hispanic or Latino,White,2013
1883580,35-39 years,Male,Hispanic or Latino,White,2013
1798829,35-39 years,Female,Hispanic or Latino,White,2014
1914489,35-39 years,Male,Hispanic or Latino,White,2014
1837277,35-39 years,Female,Hispanic or Latino,White,2015
1965198,35-39 years,Male,Hispanic or Latino,White,2015
1852174,35-39 years,Female,Hispanic or Latino,White,2016
1987156,35-39 years,Male,Hispanic or Latino,White,2016
1898911,35-39 years,Female,Hispanic or Latino,White,2017
2050446,35-39 years,Male,Hispanic or Latino,White,2017
1919411,35-39 years,Female,Hispanic or Latino,White,2018
2081416,35-39 years,Male,Hispanic or Latino,White,2018
1929739,35-39 years,Female,Hispanic or Latino,White,2019
2096606,35-39 years,Male,Hispanic or Latino,White,2019
1927839,35-39 years,Female,Hispanic or Latino,White,2020 
2098504,35-39 years,Male,Hispanic or Latino,White,2020 
1001527,40-44 years,Female,Hispanic or Latino,White,1999
1051206,40-44 years,Male,Hispanic or Latino,White,1999
1043986,40-44 years,Female,Hispanic or Latino,White,2000
1100671,40-44 years,Male,Hispanic or Latino,White,2000
1115307,40-44 years,Female,Hispanic or Latino,White,2001
1177078,40-44 years,Male,Hispanic or Latino,White,2001
1170640,40-44 years,Female,Hispanic or Latino,White,2002
1237872,40-44 years,Male,Hispanic or Latino,White,2002
1227867,40-44 years,Female,Hispanic or Latino,White,2003
1294101,40-44 years,Male,Hispanic or Latino,White,2003
1287184,40-44 years,Female,Hispanic or Latino,White,2004
1355873,40-44 years,Male,Hispanic or Latino,White,2004
1334350,40-44 years,Female,Hispanic or Latino,White,2005
1403854,40-44 years,Male,Hispanic or Latino,White,2005
1379135,40-44 years,Female,Hispanic or Latino,White,2006
1454797,40-44 years,Male,Hispanic or Latino,White,2006
1415834,40-44 years,Female,Hispanic or Latino,White,2007
1490540,40-44 years,Male,Hispanic or Latino,White,2007
1454210,40-44 years,Female,Hispanic or Latino,White,2008
1533946,40-44 years,Male,Hispanic or Latino,White,2008
1485723,40-44 years,Female,Hispanic or Latino,White,2009
1568046,40-44 years,Male,Hispanic or Latino,White,2009
1519485,40-44 years,Female,Hispanic or Latino,White,2010
1604467,40-44 years,Male,Hispanic or Latino,White,2010
1579053,40-44 years,Female,Hispanic or Latino,White,2011
1663534,40-44 years,Male,Hispanic or Latino,White,2011
1620881,40-44 years,Female,Hispanic or Latino,White,2012
1702674,40-44 years,Male,Hispanic or Latino,White,2012
1658409,40-44 years,Female,Hispanic or Latino,White,2013
1736131,40-44 years,Male,Hispanic or Latino,White,2013
1718224,40-44 years,Female,Hispanic or Latino,White,2014
1777203,40-44 years,Male,Hispanic or Latino,White,2014
1751502,40-44 years,Female,Hispanic or Latino,White,2015
1807454,40-44 years,Male,Hispanic or Latino,White,2015
1756626,40-44 years,Female,Hispanic or Latino,White,2016
1815862,40-44 years,Male,Hispanic or Latino,White,2016
1793096,40-44 years,Female,Hispanic or Latino,White,2017
1862514,40-44 years,Male,Hispanic or Latino,White,2017
1807170,40-44 years,Female,Hispanic or Latino,White,2018
1889397,40-44 years,Male,Hispanic or Latino,White,2018
1814169,40-44 years,Female,Hispanic or Latino,White,2019
1907125,40-44 years,Male,Hispanic or Latino,White,2019
1839287,40-44 years,Female,Hispanic or Latino,White,2020 
1947189,40-44 years,Male,Hispanic or Latino,White,2020 
784790,45-49 years,Female,Hispanic or Latino,White,1999
781771,45-49 years,Male,Hispanic or Latino,White,1999
824805,45-49 years,Female,Hispanic or Latino,White,2000
826431,45-49 years,Male,Hispanic or Latino,White,2000
884510,45-49 years,Female,Hispanic or Latino,White,2001
889197,45-49 years,Male,Hispanic or Latino,White,2001
939534,45-49 years,Female,Hispanic or Latino,White,2002
947131,45-49 years,Male,Hispanic or Latino,White,2002
989843,45-49 years,Female,Hispanic or Latino,White,2003
1002549,45-49 years,Male,Hispanic or Latino,White,2003
1041119,45-49 years,Female,Hispanic or Latino,White,2004
1058109,45-49 years,Male,Hispanic or Latino,White,2004
1100285,45-49 years,Female,Hispanic or Latino,White,2005
1123330,45-49 years,Male,Hispanic or Latino,White,2005
1155055,45-49 years,Female,Hispanic or Latino,White,2006
1181055,45-49 years,Male,Hispanic or Latino,White,2006
1208330,45-49 years,Female,Hispanic or Latino,White,2007
1238847,45-49 years,Male,Hispanic or Latino,White,2007
1263924,45-49 years,Female,Hispanic or Latino,White,2008
1294550,45-49 years,Male,Hispanic or Latino,White,2008
1321486,45-49 years,Female,Hispanic or Latino,White,2009
1354101,45-49 years,Male,Hispanic or Latino,White,2009
1355964,45-49 years,Female,Hispanic or Latino,White,2010
1388274,45-49 years,Male,Hispanic or Latino,White,2010
1399506,45-49 years,Female,Hispanic or Latino,White,2011
1447867,45-49 years,Male,Hispanic or Latino,White,2011
1427787,45-49 years,Female,Hispanic or Latino,White,2012
1481654,45-49 years,Male,Hispanic or Latino,White,2012
1459052,45-49 years,Female,Hispanic or Latino,White,2013
1520807,45-49 years,Male,Hispanic or Latino,White,2013
1507433,45-49 years,Female,Hispanic or Latino,White,2014
1568434,45-49 years,Male,Hispanic or Latino,White,2014
1554907,45-49 years,Female,Hispanic or Latino,White,2015
1614922,45-49 years,Male,Hispanic or Latino,White,2015
1592951,45-49 years,Female,Hispanic or Latino,White,2016
1643616,45-49 years,Male,Hispanic or Latino,White,2016
1650121,45-49 years,Female,Hispanic or Latino,White,2017
1695746,45-49 years,Male,Hispanic or Latino,White,2017
1682917,45-49 years,Female,Hispanic or Latino,White,2018
1721178,45-49 years,Male,Hispanic or Latino,White,2018
1708774,45-49 years,Female,Hispanic or Latino,White,2019
1741929,45-49 years,Male,Hispanic or Latino,White,2019
1728014,45-49 years,Female,Hispanic or Latino,White,2020 
1761444,45-49 years,Male,Hispanic or Latino,White,2020 
615214,50-54 years,Female,Hispanic or Latino,White,1999
585885,50-54 years,Male,Hispanic or Latino,White,1999
649710,50-54 years,Female,Hispanic or Latino,White,2000
620822,50-54 years,Male,Hispanic or Latino,White,2000
704503,50-54 years,Female,Hispanic or Latino,White,2001
677646,50-54 years,Male,Hispanic or Latino,White,2001
738256,50-54 years,Female,Hispanic or Latino,White,2002
712670,50-54 years,Male,Hispanic or Latino,White,2002
777029,50-54 years,Female,Hispanic or Latino,White,2003
750902,50-54 years,Male,Hispanic or Latino,White,2003
819906,50-54 years,Female,Hispanic or Latino,White,2004
793905,50-54 years,Male,Hispanic or Latino,White,2004
863388,50-54 years,Female,Hispanic or Latino,White,2005
841640,50-54 years,Male,Hispanic or Latino,White,2005
912846,50-54 years,Female,Hispanic or Latino,White,2006
890656,50-54 years,Male,Hispanic or Latino,White,2006
967976,50-54 years,Female,Hispanic or Latino,White,2007
945796,50-54 years,Male,Hispanic or Latino,White,2007
1019087,50-54 years,Female,Hispanic or Latino,White,2008
1000735,50-54 years,Male,Hispanic or Latino,White,2008
1071244,50-54 years,Female,Hispanic or Latino,White,2009
1054524,50-54 years,Male,Hispanic or Latino,White,2009
1115975,50-54 years,Female,Hispanic or Latino,White,2010
1101823,50-54 years,Male,Hispanic or Latino,White,2010
1174146,50-54 years,Female,Hispanic or Latino,White,2011
1167354,50-54 years,Male,Hispanic or Latino,White,2011
1217479,50-54 years,Female,Hispanic or Latino,White,2012
1218179,50-54 years,Male,Hispanic or Latino,White,2012
1266432,50-54 years,Female,Hispanic or Latino,White,2013
1271898,50-54 years,Male,Hispanic or Latino,White,2013
1331900,50-54 years,Female,Hispanic or Latino,White,2014
1337197,50-54 years,Male,Hispanic or Latino,White,2014
1376413,50-54 years,Female,Hispanic or Latino,White,2015
1386342,50-54 years,Male,Hispanic or Latino,White,2015
1402535,50-54 years,Female,Hispanic or Latino,White,2016
1419671,50-54 years,Male,Hispanic or Latino,White,2016
1440169,50-54 years,Female,Hispanic or Latino,White,2017
1461183,50-54 years,Male,Hispanic or Latino,White,2017
1465681,50-54 years,Female,Hispanic or Latino,White,2018
1493122,50-54 years,Male,Hispanic or Latino,White,2018
1484619,50-54 years,Female,Hispanic or Latino,White,2019
1515932,50-54 years,Male,Hispanic or Latino,White,2019
1517107,50-54 years,Female,Hispanic or Latino,White,2020 
1549429,50-54 years,Male,Hispanic or Latino,White,2020 
450445,55-59 years,Female,Hispanic or Latino,White,1999
407197,55-59 years,Male,Hispanic or Latino,White,1999
472866,55-59 years,Female,Hispanic or Latino,White,2000
428582,55-59 years,Male,Hispanic or Latino,White,2000
510409,55-59 years,Female,Hispanic or Latino,White,2001
464197,55-59 years,Male,Hispanic or Latino,White,2001
551784,55-59 years,Female,Hispanic or Latino,White,2002
504123,55-59 years,Male,Hispanic or Latino,White,2002
590862,55-59 years,Female,Hispanic or Latino,White,2003
542231,55-59 years,Male,Hispanic or Latino,White,2003
630004,55-59 years,Female,Hispanic or Latino,White,2004
582196,55-59 years,Male,Hispanic or Latino,White,2004
678540,55-59 years,Female,Hispanic or Latino,White,2005
627611,55-59 years,Male,Hispanic or Latino,White,2005
721756,55-59 years,Female,Hispanic or Latino,White,2006
670641,55-59 years,Male,Hispanic or Latino,White,2006
755027,55-59 years,Female,Hispanic or Latino,White,2007
702726,55-59 years,Male,Hispanic or Latino,White,2007
793802,55-59 years,Female,Hispanic or Latino,White,2008
738472,55-59 years,Male,Hispanic or Latino,White,2008
836758,55-59 years,Female,Hispanic or Latino,White,2009
778387,55-59 years,Male,Hispanic or Latino,White,2009
869870,55-59 years,Female,Hispanic or Latino,White,2010
812767,55-59 years,Male,Hispanic or Latino,White,2010
927723,55-59 years,Female,Hispanic or Latino,White,2011
872924,55-59 years,Male,Hispanic or Latino,White,2011
977753,55-59 years,Female,Hispanic or Latino,White,2012
924063,55-59 years,Male,Hispanic or Latino,White,2012
1023282,55-59 years,Female,Hispanic or Latino,White,2013
974052,55-59 years,Male,Hispanic or Latino,White,2013
1079901,55-59 years,Female,Hispanic or Latino,White,2014
1032261,55-59 years,Male,Hispanic or Latino,White,2014
1133557,55-59 years,Female,Hispanic or Latino,White,2015
1092796,55-59 years,Male,Hispanic or Latino,White,2015
1170060,55-59 years,Female,Hispanic or Latino,White,2016
1132261,55-59 years,Male,Hispanic or Latino,White,2016
1218772,55-59 years,Female,Hispanic or Latino,White,2017
1185885,55-59 years,Male,Hispanic or Latino,White,2017
1260964,55-59 years,Female,Hispanic or Latino,White,2018
1232473,55-59 years,Male,Hispanic or Latino,White,2018
1303459,55-59 years,Female,Hispanic or Latino,White,2019
1277829,55-59 years,Male,Hispanic or Latino,White,2019
1335593,55-59 years,Female,Hispanic or Latino,White,2020 
1315113,55-59 years,Male,Hispanic or Latino,White,2020 
366978,60-64 years ,Female,Hispanic or Latino,White,1999
317176,60-64 years ,Male,Hispanic or Latino,White,1999
378719,60-64 years ,Female,Hispanic or Latino,White,2000
327140,60-64 years ,Male,Hispanic or Latino,White,2000
397143,60-64 years ,Female,Hispanic or Latino,White,2001
344909,60-64 years ,Male,Hispanic or Latino,White,2001
414590,60-64 years ,Female,Hispanic or Latino,White,2002
360540,60-64 years ,Male,Hispanic or Latino,White,2002
436695,60-64 years ,Female,Hispanic or Latino,White,2003
378646,60-64 years ,Male,Hispanic or Latino,White,2003
461107,60-64 years ,Female,Hispanic or Latino,White,2004
398510,60-64 years ,Male,Hispanic or Latino,White,2004
485653,60-64 years ,Female,Hispanic or Latino,White,2005
422304,60-64 years ,Male,Hispanic or Latino,White,2005
515947,60-64 years ,Female,Hispanic or Latino,White,2006
449255,60-64 years ,Male,Hispanic or Latino,White,2006
555897,60-64 years ,Female,Hispanic or Latino,White,2007
486479,60-64 years ,Male,Hispanic or Latino,White,2007
593903,60-64 years ,Female,Hispanic or Latino,White,2008
522515,60-64 years ,Male,Hispanic or Latino,White,2008
631750,60-64 years ,Female,Hispanic or Latino,White,2009
560527,60-64 years ,Male,Hispanic or Latino,White,2009
667625,60-64 years ,Female,Hispanic or Latino,White,2010
593195,60-64 years ,Male,Hispanic or Latino,White,2010
716807,60-64 years ,Female,Hispanic or Latino,White,2011
642245,60-64 years ,Male,Hispanic or Latino,White,2011
744810,60-64 years ,Female,Hispanic or Latino,White,2012
670842,60-64 years ,Male,Hispanic or Latino,White,2012
779436,60-64 years ,Female,Hispanic or Latino,White,2013
704493,60-64 years ,Male,Hispanic or Latino,White,2013
830913,60-64 years ,Female,Hispanic or Latino,White,2014
749808,60-64 years ,Male,Hispanic or Latino,White,2014
880262,60-64 years ,Female,Hispanic or Latino,White,2015
798639,60-64 years ,Male,Hispanic or Latino,White,2015
922869,60-64 years ,Female,Hispanic or Latino,White,2016
838154,60-64 years ,Male,Hispanic or Latino,White,2016
977193,60-64 years ,Female,Hispanic or Latino,White,2017
889258,60-64 years ,Male,Hispanic or Latino,White,2017
1015157,60-64 years ,Female,Hispanic or Latino,White,2018
929625,60-64 years ,Male,Hispanic or Latino,White,2018
1049778,60-64 years ,Female,Hispanic or Latino,White,2019
971765,60-64 years ,Male,Hispanic or Latino,White,2019
1090558,60-64 years ,Female,Hispanic or Latino,White,2020 
1020129,60-64 years ,Male,Hispanic or Latino,White,2020 
302416,65-69 years,Female,Hispanic or Latino,White,1999
245562,65-69 years,Male,Hispanic or Latino,White,1999
312345,65-69 years,Female,Hispanic or Latino,White,2000
253721,65-69 years,Male,Hispanic or Latino,White,2000
326272,65-69 years,Female,Hispanic or Latino,White,2001
264863,65-69 years,Male,Hispanic or Latino,White,2001
338594,65-69 years,Female,Hispanic or Latino,White,2002
274820,65-69 years,Male,Hispanic or Latino,White,2002
353153,65-69 years,Female,Hispanic or Latino,White,2003
288414,65-69 years,Male,Hispanic or Latino,White,2003
368291,65-69 years,Female,Hispanic or Latino,White,2004
301836,65-69 years,Male,Hispanic or Latino,White,2004
382341,65-69 years,Female,Hispanic or Latino,White,2005
314519,65-69 years,Male,Hispanic or Latino,White,2005
397052,65-69 years,Female,Hispanic or Latino,White,2006
327802,65-69 years,Male,Hispanic or Latino,White,2006
414637,65-69 years,Female,Hispanic or Latino,White,2007
342657,65-69 years,Male,Hispanic or Latino,White,2007
437045,65-69 years,Female,Hispanic or Latino,White,2008
360135,65-69 years,Male,Hispanic or Latino,White,2008
461829,65-69 years,Female,Hispanic or Latino,White,2009
379395,65-69 years,Male,Hispanic or Latino,White,2009
480394,65-69 years,Female,Hispanic or Latino,White,2010
396613,65-69 years,Male,Hispanic or Latino,White,2010
512173,65-69 years,Female,Hispanic or Latino,White,2011
427306,65-69 years,Male,Hispanic or Latino,White,2011
550069,65-69 years,Female,Hispanic or Latino,White,2012
463381,65-69 years,Male,Hispanic or Latino,White,2012
584620,65-69 years,Female,Hispanic or Latino,White,2013
498661,65-69 years,Male,Hispanic or Latino,White,2013
627992,65-69 years,Female,Hispanic or Latino,White,2014
537671,65-69 years,Male,Hispanic or Latino,White,2014
671229,65-69 years,Female,Hispanic or Latino,White,2015
575098,65-69 years,Male,Hispanic or Latino,White,2015
706235,65-69 years,Female,Hispanic or Latino,White,2016
607742,65-69 years,Male,Hispanic or Latino,White,2016
737265,65-69 years,Female,Hispanic or Latino,White,2017
635657,65-69 years,Male,Hispanic or Latino,White,2017
768145,65-69 years,Female,Hispanic or Latino,White,2018
662868,65-69 years,Male,Hispanic or Latino,White,2018
802466,65-69 years,Female,Hispanic or Latino,White,2019
694492,65-69 years,Male,Hispanic or Latino,White,2019
840650,65-69 years,Female,Hispanic or Latino,White,2020 
731641,65-69 years,Male,Hispanic or Latino,White,2020 
247622,70-74 years,Female,Hispanic or Latino,White,1999
187374,70-74 years,Male,Hispanic or Latino,White,1999
256758,70-74 years,Female,Hispanic or Latino,White,2000
195473,70-74 years,Male,Hispanic or Latino,White,2000
269770,70-74 years,Female,Hispanic or Latino,White,2001
206234,70-74 years,Male,Hispanic or Latino,White,2001
279336,70-74 years,Female,Hispanic or Latino,White,2002
213281,70-74 years,Male,Hispanic or Latino,White,2002
286939,70-74 years,Female,Hispanic or Latino,White,2003
218461,70-74 years,Male,Hispanic or Latino,White,2003
294054,70-74 years,Female,Hispanic or Latino,White,2004
224427,70-74 years,Male,Hispanic or Latino,White,2004
304097,70-74 years,Female,Hispanic or Latino,White,2005
232433,70-74 years,Male,Hispanic or Latino,White,2005
315088,70-74 years,Female,Hispanic or Latino,White,2006
240807,70-74 years,Male,Hispanic or Latino,White,2006
326798,70-74 years,Female,Hispanic or Latino,White,2007
250123,70-74 years,Male,Hispanic or Latino,White,2007
340862,70-74 years,Female,Hispanic or Latino,White,2008
262836,70-74 years,Male,Hispanic or Latino,White,2008
355734,70-74 years,Female,Hispanic or Latino,White,2009
275456,70-74 years,Male,Hispanic or Latino,White,2009
365787,70-74 years,Female,Hispanic or Latino,White,2010
283968,70-74 years,Male,Hispanic or Latino,White,2010
383166,70-74 years,Female,Hispanic or Latino,White,2011
299037,70-74 years,Male,Hispanic or Latino,White,2011
399520,70-74 years,Female,Hispanic or Latino,White,2012
312416,70-74 years,Male,Hispanic or Latino,White,2012
420107,70-74 years,Female,Hispanic or Latino,White,2013
329434,70-74 years,Male,Hispanic or Latino,White,2013
446300,70-74 years,Female,Hispanic or Latino,White,2014
350212,70-74 years,Male,Hispanic or Latino,White,2014
471557,70-74 years,Female,Hispanic or Latino,White,2015
373230,70-74 years,Male,Hispanic or Latino,White,2015
496931,70-74 years,Female,Hispanic or Latino,White,2016
394753,70-74 years,Male,Hispanic or Latino,White,2016
536825,70-74 years,Female,Hispanic or Latino,White,2017
429130,70-74 years,Male,Hispanic or Latino,White,2017
568128,70-74 years,Female,Hispanic or Latino,White,2018
458765,70-74 years,Male,Hispanic or Latino,White,2018
597273,70-74 years,Female,Hispanic or Latino,White,2019
487683,70-74 years,Male,Hispanic or Latino,White,2019
631001,70-74 years,Female,Hispanic or Latino,White,2020 
517798,70-74 years,Male,Hispanic or Latino,White,2020 
172720,75-79 years,Female,Hispanic or Latino,White,1999
122646,75-79 years,Male,Hispanic or Latino,White,1999
181135,75-79 years,Female,Hispanic or Latino,White,2000
128983,75-79 years,Male,Hispanic or Latino,White,2000
194794,75-79 years,Female,Hispanic or Latino,White,2001
138966,75-79 years,Male,Hispanic or Latino,White,2001
204568,75-79 years,Female,Hispanic or Latino,White,2002
145727,75-79 years,Male,Hispanic or Latino,White,2002
216079,75-79 years,Female,Hispanic or Latino,White,2003
153041,75-79 years,Male,Hispanic or Latino,White,2003
226471,75-79 years,Female,Hispanic or Latino,White,2004
160149,75-79 years,Male,Hispanic or Latino,White,2004
237992,75-79 years,Female,Hispanic or Latino,White,2005
169158,75-79 years,Male,Hispanic or Latino,White,2005
247189,75-79 years,Female,Hispanic or Latino,White,2006
176385,75-79 years,Male,Hispanic or Latino,White,2006
255887,75-79 years,Female,Hispanic or Latino,White,2007
182838,75-79 years,Male,Hispanic or Latino,White,2007
262966,75-79 years,Female,Hispanic or Latino,White,2008
187767,75-79 years,Male,Hispanic or Latino,White,2008
269933,75-79 years,Female,Hispanic or Latino,White,2009
193679,75-79 years,Male,Hispanic or Latino,White,2009
277149,75-79 years,Female,Hispanic or Latino,White,2010
199690,75-79 years,Male,Hispanic or Latino,White,2010
288706,75-79 years,Female,Hispanic or Latino,White,2011
209098,75-79 years,Male,Hispanic or Latino,White,2011
299747,75-79 years,Female,Hispanic or Latino,White,2012
217653,75-79 years,Male,Hispanic or Latino,White,2012
313177,75-79 years,Female,Hispanic or Latino,White,2013
228906,75-79 years,Male,Hispanic or Latino,White,2013
330696,75-79 years,Female,Hispanic or Latino,White,2014
242053,75-79 years,Male,Hispanic or Latino,White,2014
345047,75-79 years,Female,Hispanic or Latino,White,2015
253668,75-79 years,Male,Hispanic or Latino,White,2015
357533,75-79 years,Female,Hispanic or Latino,White,2016
262661,75-79 years,Male,Hispanic or Latino,White,2016
375697,75-79 years,Female,Hispanic or Latino,White,2017
276613,75-79 years,Male,Hispanic or Latino,White,2017
394325,75-79 years,Female,Hispanic or Latino,White,2018
290385,75-79 years,Male,Hispanic or Latino,White,2018
414535,75-79 years,Female,Hispanic or Latino,White,2019
305950,75-79 years,Male,Hispanic or Latino,White,2019
433684,75-79 years,Female,Hispanic or Latino,White,2020 
322843,75-79 years,Male,Hispanic or Latino,White,2020 
101665,80-84 years,Female,Hispanic or Latino,White,1999
60941,80-84 years,Male,Hispanic or Latino,White,1999
105670,80-84 years,Female,Hispanic or Latino,White,2000
64539,80-84 years,Male,Hispanic or Latino,White,2000
116811,80-84 years,Female,Hispanic or Latino,White,2001
72272,80-84 years,Male,Hispanic or Latino,White,2001
126780,80-84 years,Female,Hispanic or Latino,White,2002
79745,80-84 years,Male,Hispanic or Latino,White,2002
135580,80-84 years,Female,Hispanic or Latino,White,2003
