Race,Hispanic Origin,Five-Year Age Groups,Gender,Deaths,Year
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Male,5,2018
Black or African American,Not Hispanic or Latino,15-19 years,Male,13,2018
White,Not Hispanic or Latino,15-19 years,Male,23,2018
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2018
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2018
Black or African American,Not Hispanic or Latino,20-24 years,Male,22,2018
White,Not Hispanic or Latino,20-24 years,Male,49,2018
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Male,5,2018
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Male,5,2018
Black or African American,Not Hispanic or Latino,25-29 years,Male,56,2018
White,Not Hispanic or Latino,25-29 years,Male,99,2018
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2018
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,10,2018
Black or African American,Not Hispanic or Latino,30-34 years,Male,106,2018
White,Not Hispanic or Latino,30-34 years,Male,141,2018
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,12,2018
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,12,2018
Black or African American,Not Hispanic or Latino,35-39 years,Male,166,2018
White,Not Hispanic or Latino,35-39 years,Male,279,2018
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Male,28,2018
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Male,37,2018
Black or African American,Not Hispanic or Latino,40-44 years,Male,246,2018
White,Not Hispanic or Latino,40-44 years,Male,417,2018
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Male,42,2018
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Male,36,2018
Black or African American,Not Hispanic or Latino,45-49 years,Male,355,2018
White,Not Hispanic or Latino,45-49 years,Male,822,2018
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Male,52,2018
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Male,79,2018
Black or African American,Not Hispanic or Latino,50-54 years,Male,576,2018
White,Not Hispanic or Latino,50-54 years,Male,1449,2018
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Male,81,2018
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Male,130,2018
Black or African American,Not Hispanic or Latino,55-59 years,Male,794,2018
White,Not Hispanic or Latino,55-59 years,Male,2494,2018
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Male,77,2018
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Male,157,2018
Black or African American,Not Hispanic or Latino,60-64 years ,Male,1118,2018
White,Not Hispanic or Latino,60-64 years ,Male,3389,2018
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Male,97,2018
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Male,209,2018
Black or African American,Not Hispanic or Latino,65-69 years,Male,1176,2018
White,Not Hispanic or Latino,65-69 years,Male,4234,2018
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,56,2018
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,217,2018
Black or African American,Not Hispanic or Latino,70-74 years,Male,1003,2018
White,Not Hispanic or Latino,70-74 years,Male,4741,2018
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Male,55,2018
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Male,238,2018
Black or African American,Not Hispanic or Latino,75-79 years,Male,815,2018
White,Not Hispanic or Latino,75-79 years,Male,4515,2018
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Male,48,2018
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Male,207,2018
Black or African American,Not Hispanic or Latino,80-84 years,Male,633,2018
White,Not Hispanic or Latino,80-84 years,Male,3910,2018
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Male,21,2018
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Male,197,2018
Black or African American,Not Hispanic or Latino,85-89 years,Male,440,2018
White,Not Hispanic or Latino,85-89 years,Male,3268,2018
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Male,5,2018
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Male,119,2018
Black or African American,Not Hispanic or Latino,90-94 years,Male,210,2018
White,Not Hispanic or Latino,90-94 years,Male,1800,2018
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Male,33,2018
Black or African American,Not Hispanic or Latino,95-99 years,Male,53,2018
White,Not Hispanic or Latino,95-99 years,Male,490,2018
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Male,5,2018
Black or African American,Not Hispanic or Latino,100+ years,Male,14,2018
White,Not Hispanic or Latino,100+ years,Male,53,2018
White,Not Hispanic or Latino,Not Stated,Male,5,2018
White,Not Stated,25-29 years,Male,5,2018
Black or African American,Not Stated,35-39 years,Male,5,2018
White,Not Stated,35-39 years,Male,5,2018
Asian or Pacific Islander,Not Stated,40-44 years,Male,5,2018
Black or African American,Not Stated,40-44 years,Male,5,2018
White,Not Stated,40-44 years,Male,5,2018
Black or African American,Not Stated,45-49 years,Male,5,2018
White,Not Stated,45-49 years,Male,5,2018
Asian or Pacific Islander,Not Stated,50-54 years,Male,5,2018
Black or African American,Not Stated,50-54 years,Male,5,2018
White,Not Stated,50-54 years,Male,13,2018
American Indian or Alaska Native,Not Stated,55-59 years,Male,5,2018
Asian or Pacific Islander,Not Stated,55-59 years,Male,5,2018
Black or African American,Not Stated,55-59 years,Male,5,2018
White,Not Stated,55-59 years,Male,5,2018
American Indian or Alaska Native,Not Stated,60-64 years ,Male,5,2018
Black or African American,Not Stated,60-64 years ,Male,5,2018
White,Not Stated,60-64 years ,Male,18,2018
American Indian or Alaska Native,Not Stated,65-69 years,Male,5,2018
Black or African American,Not Stated,65-69 years,Male,5,2018
White,Not Stated,65-69 years,Male,20,2018
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2018
Black or African American,Not Stated,70-74 years,Male,5,2018
White,Not Stated,70-74 years,Male,15,2018
Black or African American,Not Stated,75-79 years,Male,5,2018
White,Not Stated,75-79 years,Male,10,2018
American Indian or Alaska Native,Not Stated,80-84 years,Male,5,2018
Black or African American,Not Stated,80-84 years,Male,5,2018
White,Not Stated,80-84 years,Male,5,2018
Black or African American,Not Stated,85-89 years,Male,5,2018
White,Not Stated,85-89 years,Male,5,2018
Black or African American,Not Stated,90-94 years,Male,5,2018
White,Not Stated,90-94 years,Male,5,2018
Black or African American,Not Stated,95-99 years,Male,5,2018
White,Not Stated,95-99 years,Male,5,2018
White,Not Stated,Not Stated,Male,5,2018
White,Hispanic or Latino,5-9 years,Female,5,2019
White,Hispanic or Latino,10-14 years,Female,5,2019
White,Hispanic or Latino,15-19 years,Female,5,2019
American Indian or Alaska Native,Hispanic or Latino,20-24 years,Female,5,2019
Black or African American,Hispanic or Latino,20-24 years,Female,5,2019
White,Hispanic or Latino,20-24 years,Female,5,2019
White,Hispanic or Latino,25-29 years,Female,14,2019
Black or African American,Hispanic or Latino,30-34 years,Female,5,2019
White,Hispanic or Latino,30-34 years,Female,27,2019
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Female,5,2019
Black or African American,Hispanic or Latino,35-39 years,Female,5,2019
White,Hispanic or Latino,35-39 years,Female,38,2019
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2019
Black or African American,Hispanic or Latino,40-44 years,Female,5,2019
White,Hispanic or Latino,40-44 years,Female,77,2019
American Indian or Alaska Native,Hispanic or Latino,45-49 years,Female,5,2019
Asian or Pacific Islander,Hispanic or Latino,45-49 years,Female,5,2019
Black or African American,Hispanic or Latino,45-49 years,Female,5,2019
White,Hispanic or Latino,45-49 years,Female,130,2019
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Female,5,2019
Black or African American,Hispanic or Latino,50-54 years,Female,5,2019
White,Hispanic or Latino,50-54 years,Female,205,2019
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Female,5,2019
Black or African American,Hispanic or Latino,55-59 years,Female,5,2019
White,Hispanic or Latino,55-59 years,Female,287,2019
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Female,5,2019
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Female,5,2019
Black or African American,Hispanic or Latino,60-64 years ,Female,5,2019
White,Hispanic or Latino,60-64 years ,Female,416,2019
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Female,5,2019
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Female,5,2019
Black or African American,Hispanic or Latino,65-69 years,Female,5,2019
White,Hispanic or Latino,65-69 years,Female,512,2019
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Female,5,2019
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Female,5,2019
Black or African American,Hispanic or Latino,70-74 years,Female,13,2019
White,Hispanic or Latino,70-74 years,Female,547,2019
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2019
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2019
Black or African American,Hispanic or Latino,75-79 years,Female,10,2019
White,Hispanic or Latino,75-79 years,Female,591,2019
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Female,5,2019
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Female,5,2019
Black or African American,Hispanic or Latino,80-84 years,Female,5,2019
White,Hispanic or Latino,80-84 years,Female,590,2019
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Female,5,2019
Black or African American,Hispanic or Latino,85-89 years,Female,5,2019
White,Hispanic or Latino,85-89 years,Female,492,2019
American Indian or Alaska Native,Hispanic or Latino,90-94 years,Female,5,2019
Asian or Pacific Islander,Hispanic or Latino,90-94 years,Female,5,2019
Black or African American,Hispanic or Latino,90-94 years,Female,5,2019
White,Hispanic or Latino,90-94 years,Female,338,2019
American Indian or Alaska Native,Hispanic or Latino,95-99 years,Female,5,2019
Asian or Pacific Islander,Hispanic or Latino,95-99 years,Female,5,2019
White,Hispanic or Latino,95-99 years,Female,119,2019
Black or African American,Hispanic or Latino,100+ years,Female,5,2019
White,Hispanic or Latino,100+ years,Female,19,2019
Black or African American,Not Hispanic or Latino,1-4 years,Female,5,2019
Black or African American,Not Hispanic or Latino,5-9 years,Female,5,2019
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2019
White,Not Hispanic or Latino,10-14 years,Female,5,2019
American Indian or Alaska Native,Not Hispanic or Latino,15-19 years,Female,5,2019
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2019
White,Not Hispanic or Latino,15-19 years,Female,19,2019
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Female,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,5,2019
Black or African American,Not Hispanic or Latino,20-24 years,Female,23,2019
White,Not Hispanic or Latino,20-24 years,Female,36,2019
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Female,5,2019
Black or African American,Not Hispanic or Latino,25-29 years,Female,40,2019
White,Not Hispanic or Latino,25-29 years,Female,53,2019
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Female,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Female,5,2019
Black or African American,Not Hispanic or Latino,30-34 years,Female,76,2019
White,Not Hispanic or Latino,30-34 years,Female,94,2019
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,11,2019
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2019
Black or African American,Not Hispanic or Latino,35-39 years,Female,108,2019
White,Not Hispanic or Latino,35-39 years,Female,164,2019
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,16,2019
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,15,2019
Black or African American,Not Hispanic or Latino,40-44 years,Female,138,2019
White,Not Hispanic or Latino,40-44 years,Female,251,2019
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Female,31,2019
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Female,21,2019
Black or African American,Not Hispanic or Latino,45-49 years,Female,223,2019
White,Not Hispanic or Latino,45-49 years,Female,451,2019
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Female,28,2019
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Female,42,2019
Black or African American,Not Hispanic or Latino,50-54 years,Female,399,2019
White,Not Hispanic or Latino,50-54 years,Female,715,2019
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Female,44,2019
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Female,67,2019
Black or African American,Not Hispanic or Latino,55-59 years,Female,595,2019
White,Not Hispanic or Latino,55-59 years,Female,1346,2019
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Female,54,2019
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Female,102,2019
Black or African American,Not Hispanic or Latino,60-64 years ,Female,877,2019
White,Not Hispanic or Latino,60-64 years ,Female,1941,2019
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Female,78,2019
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Female,146,2019
Black or African American,Not Hispanic or Latino,65-69 years,Female,960,2019
White,Not Hispanic or Latino,65-69 years,Female,2498,2019
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Female,53,2019
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Female,180,2019
Black or African American,Not Hispanic or Latino,70-74 years,Female,941,2019
White,Not Hispanic or Latino,70-74 years,Female,3217,2019
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,52,2019
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,246,2019
Black or African American,Not Hispanic or Latino,75-79 years,Female,933,2019
White,Not Hispanic or Latino,75-79 years,Female,3245,2019
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Female,57,2019
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Female,233,2019
Black or African American,Not Hispanic or Latino,80-84 years,Female,892,2019
White,Not Hispanic or Latino,80-84 years,Female,3192,2019
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Female,34,2019
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Female,270,2019
Black or African American,Not Hispanic or Latino,85-89 years,Female,681,2019
White,Not Hispanic or Latino,85-89 years,Female,3156,2019
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Female,23,2019
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Female,185,2019
Black or African American,Not Hispanic or Latino,90-94 years,Female,436,2019
White,Not Hispanic or Latino,90-94 years,Female,2335,2019
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Female,11,2019
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Female,59,2019
Black or African American,Not Hispanic or Latino,95-99 years,Female,190,2019
White,Not Hispanic or Latino,95-99 years,Female,964,2019
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Female,21,2019
Black or African American,Not Hispanic or Latino,100+ years,Female,39,2019
White,Not Hispanic or Latino,100+ years,Female,151,2019
Asian or Pacific Islander,Not Hispanic or Latino,Not Stated,Female,5,2019
White,Not Hispanic or Latino,Not Stated,Female,5,2019
Black or African American,Not Stated,40-44 years,Female,5,2019
Black or African American,Not Stated,55-59 years,Female,5,2019
White,Not Stated,55-59 years,Female,5,2019
Black or African American,Not Stated,60-64 years ,Female,5,2019
White,Not Stated,60-64 years ,Female,5,2019
Black or African American,Not Stated,65-69 years,Female,5,2019
White,Not Stated,65-69 years,Female,11,2019
Black or African American,Not Stated,70-74 years,Female,5,2019
White,Not Stated,70-74 years,Female,5,2019
Asian or Pacific Islander,Not Stated,75-79 years,Female,5,2019
Black or African American,Not Stated,75-79 years,Female,5,2019
White,Not Stated,75-79 years,Female,5,2019
Asian or Pacific Islander,Not Stated,80-84 years,Female,5,2019
Black or African American,Not Stated,80-84 years,Female,5,2019
White,Not Stated,80-84 years,Female,5,2019
White,Not Stated,85-89 years,Female,5,2019
Black or African American,Not Stated,90-94 years,Female,5,2019
White,Not Stated,90-94 years,Female,5,2019
White,Not Stated,95-99 years,Female,5,2019
Black or African American,Not Stated,100+ years,Female,5,2019
White,Not Stated,Not Stated,Female,5,2019
White,Hispanic or Latino,10-14 years,Male,5,2019
White,Hispanic or Latino,15-19 years,Male,5,2019
White,Hispanic or Latino,20-24 years,Male,11,2019
Black or African American,Hispanic or Latino,25-29 years,Male,5,2019
White,Hispanic or Latino,25-29 years,Male,25,2019
American Indian or Alaska Native,Hispanic or Latino,30-34 years,Male,5,2019
Asian or Pacific Islander,Hispanic or Latino,30-34 years,Male,5,2019
Black or African American,Hispanic or Latino,30-34 years,Male,5,2019
White,Hispanic or Latino,30-34 years,Male,53,2019
White,Hispanic or Latino,35-39 years,Male,70,2019
Black or African American,Hispanic or Latino,40-44 years,Male,5,2019
White,Hispanic or Latino,40-44 years,Male,146,2019
American Indian or Alaska Native,Hispanic or Latino,45-49 years,Male,5,2019
Black or African American,Hispanic or Latino,45-49 years,Male,5,2019
White,Hispanic or Latino,45-49 years,Male,249,2019
Asian or Pacific Islander,Hispanic or Latino,50-54 years,Male,5,2019
Black or African American,Hispanic or Latino,50-54 years,Male,11,2019
White,Hispanic or Latino,50-54 years,Male,411,2019
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Male,5,2019
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Male,5,2019
Black or African American,Hispanic or Latino,55-59 years,Male,5,2019
White,Hispanic or Latino,55-59 years,Male,528,2019
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Male,5,2019
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Male,5,2019
Black or African American,Hispanic or Latino,60-64 years ,Male,16,2019
White,Hispanic or Latino,60-64 years ,Male,648,2019
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Male,5,2019
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Male,5,2019
Black or African American,Hispanic or Latino,65-69 years,Male,13,2019
White,Hispanic or Latino,65-69 years,Male,748,2019
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Male,5,2019
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Male,5,2019
Black or African American,Hispanic or Latino,70-74 years,Male,5,2019
White,Hispanic or Latino,70-74 years,Male,744,2019
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2019
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2019
Black or African American,Hispanic or Latino,75-79 years,Male,15,2019
White,Hispanic or Latino,75-79 years,Male,617,2019
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Male,5,2019
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Male,5,2019
Black or African American,Hispanic or Latino,80-84 years,Male,5,2019
White,Hispanic or Latino,80-84 years,Male,527,2019
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Male,5,2019
Black or African American,Hispanic or Latino,85-89 years,Male,5,2019
White,Hispanic or Latino,85-89 years,Male,400,2019
American Indian or Alaska Native,Hispanic or Latino,90-94 years,Male,5,2019
Black or African American,Hispanic or Latino,90-94 years,Male,5,2019
White,Hispanic or Latino,90-94 years,Male,212,2019
White,Hispanic or Latino,95-99 years,Male,53,2019
White,Hispanic or Latino,100+ years,Male,5,2019
White,Not Hispanic or Latino,1-4 years,Male,5,2019
Black or African American,Not Hispanic or Latino,5-9 years,Male,5,2019
White,Not Hispanic or Latino,5-9 years,Male,5,2019
Black or African American,Not Hispanic or Latino,10-14 years,Male,5,2019
White,Not Hispanic or Latino,10-14 years,Male,5,2019
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2019
White,Not Hispanic or Latino,15-19 years,Male,16,2019
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2019
Black or African American,Not Hispanic or Latino,20-24 years,Male,33,2019
White,Not Hispanic or Latino,20-24 years,Male,64,2019
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Male,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Male,5,2019
Black or African American,Not Hispanic or Latino,25-29 years,Male,76,2019
White,Not Hispanic or Latino,25-29 years,Male,108,2019
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2019
Black or African American,Not Hispanic or Latino,30-34 years,Male,93,2019
White,Not Hispanic or Latino,30-34 years,Male,175,2019
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,13,2019
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,16,2019
Black or African American,Not Hispanic or Latino,35-39 years,Male,156,2019
White,Not Hispanic or Latino,35-39 years,Male,266,2019
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Male,24,2019
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Male,25,2019
Black or African American,Not Hispanic or Latino,40-44 years,Male,244,2019
White,Not Hispanic or Latino,40-44 years,Male,428,2019
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Male,30,2019
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Male,46,2019
Black or African American,Not Hispanic or Latino,45-49 years,Male,362,2019
White,Not Hispanic or Latino,45-49 years,Male,823,2019
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Male,57,2019
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Male,93,2019
Black or African American,Not Hispanic or Latino,50-54 years,Male,533,2019
White,Not Hispanic or Latino,50-54 years,Male,1449,2019
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Male,63,2019
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Male,146,2019
Black or African American,Not Hispanic or Latino,55-59 years,Male,798,2019
White,Not Hispanic or Latino,55-59 years,Male,2551,2019
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Male,74,2019
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Male,177,2019
Black or African American,Not Hispanic or Latino,60-64 years ,Male,1062,2019
White,Not Hispanic or Latino,60-64 years ,Male,3623,2019
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Male,75,2019
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Male,212,2019
Black or African American,Not Hispanic or Latino,65-69 years,Male,1188,2019
White,Not Hispanic or Latino,65-69 years,Male,4410,2019
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,68,2019
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,238,2019
Black or African American,Not Hispanic or Latino,70-74 years,Male,1049,2019
White,Not Hispanic or Latino,70-74 years,Male,5049,2019
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Male,75,2019
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Male,212,2019
Black or African American,Not Hispanic or Latino,75-79 years,Male,936,2019
White,Not Hispanic or Latino,75-79 years,Male,4662,2019
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Male,43,2019
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Male,221,2019
Black or African American,Not Hispanic or Latino,80-84 years,Male,685,2019
White,Not Hispanic or Latino,80-84 years,Male,4059,2019
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Male,24,2019
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Male,195,2019
Black or African American,Not Hispanic or Latino,85-89 years,Male,401,2019
White,Not Hispanic or Latino,85-89 years,Male,3299,2019
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Male,12,2019
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Male,109,2019
Black or African American,Not Hispanic or Latino,90-94 years,Male,205,2019
White,Not Hispanic or Latino,90-94 years,Male,1908,2019
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Male,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Male,52,2019
Black or African American,Not Hispanic or Latino,95-99 years,Male,66,2019
White,Not Hispanic or Latino,95-99 years,Male,559,2019
American Indian or Alaska Native,Not Hispanic or Latino,100+ years,Male,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Male,5,2019
Black or African American,Not Hispanic or Latino,100+ years,Male,5,2019
White,Not Hispanic or Latino,100+ years,Male,34,2019
White,Not Stated,30-34 years,Male,5,2019
Black or African American,Not Stated,40-44 years,Male,5,2019
White,Not Stated,40-44 years,Male,5,2019
Black or African American,Not Stated,45-49 years,Male,5,2019
White,Not Stated,45-49 years,Male,5,2019
American Indian or Alaska Native,Not Stated,50-54 years,Male,5,2019
Black or African American,Not Stated,50-54 years,Male,5,2019
White,Not Stated,50-54 years,Male,10,2019
Asian or Pacific Islander,Not Stated,55-59 years,Male,5,2019
Black or African American,Not Stated,55-59 years,Male,5,2019
White,Not Stated,55-59 years,Male,5,2019
American Indian or Alaska Native,Not Stated,60-64 years ,Male,5,2019
Asian or Pacific Islander,Not Stated,60-64 years ,Male,5,2019
Black or African American,Not Stated,60-64 years ,Male,5,2019
White,Not Stated,60-64 years ,Male,18,2019
American Indian or Alaska Native,Not Stated,65-69 years,Male,5,2019
Black or African American,Not Stated,65-69 years,Male,5,2019
White,Not Stated,65-69 years,Male,27,2019
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2019
Black or African American,Not Stated,70-74 years,Male,5,2019
White,Not Stated,70-74 years,Male,15,2019
American Indian or Alaska Native,Not Stated,75-79 years,Male,5,2019
Asian or Pacific Islander,Not Stated,75-79 years,Male,5,2019
Black or African American,Not Stated,75-79 years,Male,5,2019
White,Not Stated,75-79 years,Male,5,2019
Asian or Pacific Islander,Not Stated,80-84 years,Male,5,2019
Black or African American,Not Stated,80-84 years,Male,5,2019
White,Not Stated,80-84 years,Male,11,2019
Black or African American,Not Stated,85-89 years,Male,5,2019
White,Not Stated,85-89 years,Male,5,2019
Black or African American,Not Stated,90-94 years,Male,5,2019
White,Not Stated,90-94 years,Male,5,2019
White,Not Stated,95-99 years,Male,5,2019
White,Hispanic or Latino,1-4 years,Female,5,2020
White,Hispanic or Latino,10-14 years,Female,5,2020
White,Hispanic or Latino,15-19 years,Female,10,2020
Black or African American,Hispanic or Latino,20-24 years,Female,5,2020
White,Hispanic or Latino,20-24 years,Female,5,2020
White,Hispanic or Latino,25-29 years,Female,20,2020
Asian or Pacific Islander,Hispanic or Latino,30-34 years,Female,5,2020
White,Hispanic or Latino,30-34 years,Female,46,2020
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Female,5,2020
Black or African American,Hispanic or Latino,35-39 years,Female,5,2020
White,Hispanic or Latino,35-39 years,Female,54,2020
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2020
Black or African American,Hispanic or Latino,40-44 years,Female,5,2020
White,Hispanic or Latino,40-44 years,Female,105,2020
American Indian or Alaska Native,Hispanic or Latino,45-49 years,Female,5,2020
Black or African American,Hispanic or Latino,45-49 years,Female,5,2020
White,Hispanic or Latino,45-49 years,Female,148,2020
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Female,5,2020
Asian or Pacific Islander,Hispanic or Latino,50-54 years,Female,5,2020
Black or African American,Hispanic or Latino,50-54 years,Female,5,2020
White,Hispanic or Latino,50-54 years,Female,244,2020
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Female,5,2020
Black or African American,Hispanic or Latino,55-59 years,Female,5,2020
White,Hispanic or Latino,55-59 years,Female,378,2020
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Female,5,2020
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Female,5,2020
Black or African American,Hispanic or Latino,60-64 years ,Female,5,2020
White,Hispanic or Latino,60-64 years ,Female,496,2020
