"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2016"	"2016"	2350	15245257	15.4
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2017"	"2017"	2504	15297058	16.4
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2018"	"2018"	2501	15277067	16.4
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2019"	"2019"	2662	15207110	17.5
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2020 "	"2020"	3082	15054888	20.5
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"1999"	"1999"	2023	8267535	24.5
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2000"	"2000"	1954	8187905	23.9
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2001"	"2001"	1938	8081347	24.0
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2002"	"2002"	2092	8005736	26.1
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2003"	"2003"	2052	7982204	25.7
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2004"	"2004"	2092	7990056	26.2
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2005"	"2005"	2111	8012963	26.3
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2006"	"2006"	2034	8092906	25.1
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2007"	"2007"	2113	8257802	25.6
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2008"	"2008"	2128	8569649	24.8
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2009"	"2009"	2170	8837407	24.6
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2010"	"2010"	2250	9000310	25.0
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2011"	"2011"	2405	9253403	26.0
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2012"	"2012"	2445	9859169	24.8
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2013"	"2013"	2848	10314159	27.6
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2014"	"2014"	2858	10730491	26.6
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2015"	"2015"	3289	11124167	29.6
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2016"	"2016"	3644	11515242	31.6
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2017"	"2017"	3900	11865396	32.9
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2018"	"2018"	4145	12121360	34.2
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2019"	"2019"	4549	12456062	36.5
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2020 "	"2020"	5445	12823165	42.5
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"1999"	"1999"	5483	6389262	85.8
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2000"	"2000"	5664	6428692	88.1
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2001"	"2001"	5908	6478118	91.2
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2002"	"2002"	5915	6508103	90.9
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2003"	"2003"	6383	6512836	98.0
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2004"	"2004"	6193	6496948	95.3
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2005"	"2005"	6356	6469271	98.2
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	5886	6412025	91.8
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2007"	"2007"	5715	6339225	90.2
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2008"	"2008"	5833	6263559	93.1
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2009"	"2009"	5658	6163872	91.8
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2010"	"2010"	5624	6125291	91.8
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2011"	"2011"	5459	6080583	89.8
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2012"	"2012"	5494	6057023	90.7
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2013"	"2013"	5535	6063864	91.3
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2014"	"2014"	5587	6102379	91.6
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2015"	"2015"	5917	6145537	96.3
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2016"	"2016"	6096	6240180	97.7
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2017"	"2017"	6710	6396376	104.9
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2018"	"2018"	7273	6675477	109.0
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2019"	"2019"	7881	6889254	114.4
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2020 "	"2020"	9167	7057787	129.9
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"1999"	"1999"	9634	2594890	371.3
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2000"	"2000"	10159	2633096	385.8
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2001"	"2001"	10726	2664217	402.6
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2002"	"2002"	11192	2683788	417.0
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2003"	"2003"	12116	2724221	444.8
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2004"	"2004"	12440	2751124	452.2
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2005"	"2005"	13711	2811993	487.6
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2006"	"2006"	13170	2890516	455.6
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2007"	"2007"	13643	2966345	459.9
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2008"	"2008"	14131	3028795	466.6
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2009"	"2009"	13888	3100490	447.9
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2010"	"2010"	14239	3150003	452.0
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2011"	"2011"	15183	3246764	467.6
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2012"	"2012"	15781	3285736	480.3
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2013"	"2013"	15780	3321293	475.1
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2014"	"2014"	15737	3337547	471.5
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2015"	"2015"	17011	3354228	507.2
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2016"	"2016"	17100	3362797	508.5
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2017"	"2017"	18843	3354895	561.7
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2018"	"2018"	20489	3349454	611.7
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2019"	"2019"	21378	3334297	641.2
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2020 "	"2020"	24057	3312732	726.2
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"1999"	"1999"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2000"	"2000"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2002"	"2002"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2003"	"2003"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2005"	"2005"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2006"	"2006"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2007"	"2007"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2009"	"2009"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2012"	"2012"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2013"	"2013"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2015"	"2015"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2016"	"2016"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2020 "	"2020"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"1999"	"1999"	Suppressed	1172726	Suppressed
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2000"	"2000"	0	1162900	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2001"	"2001"	0	1186474	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2002"	"2002"	Suppressed	1155046	Suppressed
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2003"	"2003"	0	1154996	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2004"	"2004"	0	1155250	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2005"	"2005"	Suppressed	1130089	Suppressed
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2006"	"2006"	0	1124354	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2007"	"2007"	Suppressed	1133543	Suppressed
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2008"	"2008"	Suppressed	1118406	Suppressed
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2009"	"2009"	0	1080480	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2010"	"2010"	0	1066887	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2011"	"2011"	0	1062152	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2012"	"2012"	0	1054481	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2013"	"2013"	Suppressed	1057748	Suppressed
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2014"	"2014"	Suppressed	1054908	Suppressed
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2015"	"2015"	Suppressed	1064065	Suppressed
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2016"	"2016"	0	1058912	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2017"	"2017"	0	1045373	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2018"	"2018"	0	1021359	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2019"	"2019"	0	1010139	Unreliable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2020 "	"2020"	0	973421	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"1999"	"1999"	0	4800564	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2000"	"2000"	0	4760951	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2001"	"2001"	0	4676009	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2002"	"2002"	Suppressed	4669060	Suppressed
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2003"	"2003"	Suppressed	4643817	Suppressed
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2004"	"2004"	0	4622854	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2005"	"2005"	0	4608623	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2006"	"2006"	0	4553058	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2007"	"2007"	Suppressed	4522868	Suppressed
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2008"	"2008"	Suppressed	4501736	Suppressed
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2009"	"2009"	Suppressed	4464747	Suppressed
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2010"	"2010"	0	4438488	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2011"	"2011"	0	4361771	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2012"	"2012"	Suppressed	4311911	Suppressed
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2013"	"2013"	0	4269890	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2014"	"2014"	0	4253912	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2015"	"2015"	Suppressed	4248629	Suppressed
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2016"	"2016"	0	4250603	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2017"	"2017"	Suppressed	4249222	Suppressed
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2018"	"2018"	0	4229223	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2019"	"2019"	0	4199634	Unreliable
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2020 "	"2020"	0	4064930	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"1999"	"1999"	Suppressed	13297285	Suppressed
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2000"	"2000"	Suppressed	13237678	Suppressed
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2001"	"2001"	0	13078391	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2002"	"2002"	Suppressed	12928402	Suppressed
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2003"	"2003"	0	12763197	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2004"	"2004"	0	12584661	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2005"	"2005"	Suppressed	12366687	Suppressed
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2006"	"2006"	Suppressed	12210671	Suppressed
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2007"	"2007"	0	12063121	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2008"	"2008"	0	11952815	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2009"	"2009"	0	11880130	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2010"	"2010"	0	11817347	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2011"	"2011"	Suppressed	11692805	Suppressed
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2012"	"2012"	0	11616047	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2013"	"2013"	0	11528836	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2014"	"2014"	0	11409374	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2015"	"2015"	0	11279305	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2016"	"2016"	Suppressed	11173830	Suppressed
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2017"	"2017"	0	11088337	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2018"	"2018"	0	11006267	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2019"	"2019"	0	10945471	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2020 "	"2020"	0	10877323	Unreliable
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"1999"	"1999"	Suppressed	12582565	Suppressed
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2000"	"2000"	12	12628081	Unreliable
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2001"	"2001"	12	12886933	Unreliable
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2002"	"2002"	16	13011345	Unreliable
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2003"	"2003"	16	13083988	Unreliable
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2004"	"2004"	24	13190880	0.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	11	13260208	Unreliable
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	28	13273041	0.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2007"	"2007"	16	13228673	Unreliable
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	17	13147953	Unreliable
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	20	13041990	0.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	21	12930117	0.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	20	12888384	0.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	19	12857283	Unreliable
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	26	12794048	0.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	23	12699680	0.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	19	12578159	Unreliable
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	27	12415931	0.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	20	12229034	0.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	26	12080192	0.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2019"	"2019"	23	11949466	0.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2020 "	"2020"	19	11837937	Unreliable
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"1999"	"1999"	103	13216259	0.8
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2000"	"2000"	74	12957710	0.6
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2001"	"2001"	103	12599128	0.8
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	104	12382023	0.8
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	119	12185166	1.0
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	128	12048924	1.1
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	121	11888597	1.0
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	112	11805215	0.9
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	107	11821248	0.9
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	152	11942598	1.3
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2009"	"2009"	149	12079843	1.2
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	150	12171263	1.2
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	149	12364986	1.2
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	175	12490501	1.4
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	156	12611806	1.2
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	188	12738503	1.5
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	169	12848868	1.3
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	181	12958146	1.4
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	195	13010670	1.5
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	196	13030959	1.5
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2019"	"2019"	178	13043826	1.4
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2020 "	"2020"	213	13027152	1.6
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"1999"	"1999"	411	16212393	2.5
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	448	16087608	2.8
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2001"	"2001"	456	15835426	2.9
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2002"	"2002"	531	15506391	3.4
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2003"	"2003"	577	15136427	3.8
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2004"	"2004"	583	14844348	3.9
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	613	14564712	4.2
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	608	14283490	4.3
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	601	13929550	4.3
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	662	13518133	4.9
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	631	13088015	4.8
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	618	12813144	4.8
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	656	12492371	5.3
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	625	12327478	5.1
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	610	12192809	5.0
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	655	12055202	5.4
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	673	11943025	5.6
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	680	11833452	5.7
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	719	11838353	6.1
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2018"	"2018"	716	11922768	6.0
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2019"	"2019"	725	12014881	6.0
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2020 "	"2020"	864	12134865	7.1
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	922	13883338	6.6
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	1050	14222875	7.4
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	1146	14751938	7.8
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	1397	14822954	9.4
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	1521	15009671	10.1
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	1619	15193541	10.7
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	1664	15391892	10.8
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	1891	15562026	12.2
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	1852	15658731	11.8
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	2022	15693928	12.9
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	2110	15681414	13.5
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	2072	15605703	13.3
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	2189	15315897	14.3
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	2066	15001456	13.8
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	2287	14654328	15.6
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	2401	14359357	16.7
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	2311	14099613	16.4
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	2281	13826449	16.5
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	2270	13485855	16.8
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2018"	"2018"	2322	13079246	17.8
