Race,Hispanic Origin,Five-Year Age Groups,Cause of death Code,Gender,Deaths,Year
Black or African American,Hispanic or Latino,80-84 years,I11.9,Female,4,2017
Black or African American,Hispanic or Latino,80-84 years,I13.2,Male,4,2017
Black or African American,Hispanic or Latino,80-84 years,I13.9,Male,4,2017
Black or African American,Hispanic or Latino,85-89 years,I10,Female,4,2017
Black or African American,Hispanic or Latino,85-89 years,I10,Male,4,2017
Black or African American,Hispanic or Latino,85-89 years,I11.0,Male,4,2017
Black or African American,Hispanic or Latino,85-89 years,I11.9,Female,4,2017
Black or African American,Hispanic or Latino,85-89 years,I11.9,Male,4,2017
Black or African American,Hispanic or Latino,85-89 years,I12.0,Male,4,2017
Black or African American,Hispanic or Latino,85-89 years,I13.2,Female,4,2017
Black or African American,Hispanic or Latino,90-94 years,I10,Female,4,2017
Black or African American,Hispanic or Latino,90-94 years,I10,Male,4,2017
Black or African American,Hispanic or Latino,90-94 years,I11.0,Male,4,2017
Black or African American,Hispanic or Latino,90-94 years,I11.9,Female,4,2017
Black or African American,Hispanic or Latino,90-94 years,I11.9,Male,4,2017
Black or African American,Hispanic or Latino,90-94 years,I12.0,Female,4,2017
Black or African American,Hispanic or Latino,95-99 years,I10,Female,4,2017
Black or African American,Hispanic or Latino,95-99 years,I11.0,Male,4,2017
Black or African American,Hispanic or Latino,95-99 years,I12.0,Female,4,2017
Black or African American,Hispanic or Latino,100+ years,I11.9,Female,4,2017
Black or African American,Not Hispanic or Latino,< 1 year,I12.0,Male,4,2017
Black or African American,Not Hispanic or Latino,10-14 years,I10,Male,4,2017
Black or African American,Not Hispanic or Latino,15-19 years,I11.9,Female,4,2017
Black or African American,Not Hispanic or Latino,15-19 years,I11.9,Male,4,2017
Black or African American,Not Hispanic or Latino,20-24 years,I10,Male,4,2017
Black or African American,Not Hispanic or Latino,20-24 years,I11.0,Male,4,2017
Black or African American,Not Hispanic or Latino,20-24 years,I11.9,Female,4,2017
Black or African American,Not Hispanic or Latino,20-24 years,I11.9,Male,20,2017
Black or African American,Not Hispanic or Latino,20-24 years,I12.0,Male,4,2017
Black or African American,Not Hispanic or Latino,20-24 years,I13.1,Male,4,2017
Black or African American,Not Hispanic or Latino,25-29 years,I10,Female,4,2017
Black or African American,Not Hispanic or Latino,25-29 years,I10,Male,4,2017
Black or African American,Not Hispanic or Latino,25-29 years,I11.0,Female,4,2017
Black or African American,Not Hispanic or Latino,25-29 years,I11.0,Male,4,2017
Black or African American,Not Hispanic or Latino,25-29 years,I11.9,Female,15,2017
Black or African American,Not Hispanic or Latino,25-29 years,I11.9,Male,28,2017
Black or African American,Not Hispanic or Latino,25-29 years,I12.0,Female,4,2017
Black or African American,Not Hispanic or Latino,25-29 years,I12.0,Male,4,2017
Black or African American,Not Hispanic or Latino,25-29 years,I13.1,Female,4,2017
Black or African American,Not Hispanic or Latino,25-29 years,I13.1,Male,4,2017
Black or African American,Not Hispanic or Latino,25-29 years,I13.2,Female,4,2017
Black or African American,Not Hispanic or Latino,25-29 years,I13.2,Male,4,2017
Black or African American,Not Hispanic or Latino,30-34 years,I10,Female,4,2017
Black or African American,Not Hispanic or Latino,30-34 years,I10,Male,19,2017
Black or African American,Not Hispanic or Latino,30-34 years,I11.0,Female,4,2017
Black or African American,Not Hispanic or Latino,30-34 years,I11.0,Male,13,2017
Black or African American,Not Hispanic or Latino,30-34 years,I11.9,Female,45,2017
Black or African American,Not Hispanic or Latino,30-34 years,I11.9,Male,91,2017
Black or African American,Not Hispanic or Latino,30-34 years,I12.0,Female,4,2017
Black or African American,Not Hispanic or Latino,30-34 years,I12.0,Male,13,2017
Black or African American,Not Hispanic or Latino,30-34 years,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,30-34 years,I13.1,Female,4,2017
Black or African American,Not Hispanic or Latino,30-34 years,I13.1,Male,4,2017
Black or African American,Not Hispanic or Latino,30-34 years,I13.2,Male,4,2017
Black or African American,Not Hispanic or Latino,35-39 years,I10,Female,17,2017
Black or African American,Not Hispanic or Latino,35-39 years,I10,Male,29,2017
Black or African American,Not Hispanic or Latino,35-39 years,I11.0,Female,10,2017
Black or African American,Not Hispanic or Latino,35-39 years,I11.0,Male,16,2017
Black or African American,Not Hispanic or Latino,35-39 years,I11.9,Female,75,2017
Black or African American,Not Hispanic or Latino,35-39 years,I11.9,Male,125,2017
Black or African American,Not Hispanic or Latino,35-39 years,I12.0,Female,19,2017
Black or African American,Not Hispanic or Latino,35-39 years,I12.0,Male,22,2017
Black or African American,Not Hispanic or Latino,35-39 years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,35-39 years,I13.1,Female,4,2017
Black or African American,Not Hispanic or Latino,35-39 years,I13.1,Male,10,2017
Black or African American,Not Hispanic or Latino,35-39 years,I13.2,Female,4,2017
Black or African American,Not Hispanic or Latino,35-39 years,I13.2,Male,4,2017
Black or African American,Not Hispanic or Latino,40-44 years,I10,Female,27,2017
Black or African American,Not Hispanic or Latino,40-44 years,I10,Male,50,2017
Black or African American,Not Hispanic or Latino,40-44 years,I11.0,Female,23,2017
Black or African American,Not Hispanic or Latino,40-44 years,I11.0,Male,30,2017
Black or African American,Not Hispanic or Latino,40-44 years,I11.9,Female,116,2017
Black or African American,Not Hispanic or Latino,40-44 years,I11.9,Male,209,2017
Black or African American,Not Hispanic or Latino,40-44 years,I12.0,Female,15,2017
Black or African American,Not Hispanic or Latino,40-44 years,I12.0,Male,40,2017
Black or African American,Not Hispanic or Latino,40-44 years,I12.9,Female,4,2017
Black or African American,Not Hispanic or Latino,40-44 years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,40-44 years,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,40-44 years,I13.1,Female,4,2017
Black or African American,Not Hispanic or Latino,40-44 years,I13.1,Male,4,2017
Black or African American,Not Hispanic or Latino,40-44 years,I13.2,Female,4,2017
Black or African American,Not Hispanic or Latino,40-44 years,I13.2,Male,4,2017
Black or African American,Not Hispanic or Latino,40-44 years,I13.9,Female,4,2017
Black or African American,Not Hispanic or Latino,45-49 years,I10,Female,49,2017
Black or African American,Not Hispanic or Latino,45-49 years,I10,Male,67,2017
Black or African American,Not Hispanic or Latino,45-49 years,I11.0,Female,24,2017
Black or African American,Not Hispanic or Latino,45-49 years,I11.0,Male,35,2017
Black or African American,Not Hispanic or Latino,45-49 years,I11.9,Female,171,2017
Black or African American,Not Hispanic or Latino,45-49 years,I11.9,Male,301,2017
Black or African American,Not Hispanic or Latino,45-49 years,I12.0,Female,37,2017
Black or African American,Not Hispanic or Latino,45-49 years,I12.0,Male,65,2017
Black or African American,Not Hispanic or Latino,45-49 years,I12.9,Male,4,2017
Black or African American,Not Hispanic or Latino,45-49 years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,45-49 years,I13.1,Female,12,2017
Black or African American,Not Hispanic or Latino,45-49 years,I13.1,Male,26,2017
Black or African American,Not Hispanic or Latino,45-49 years,I13.2,Female,4,2017
Black or African American,Not Hispanic or Latino,45-49 years,I13.2,Male,11,2017
Black or African American,Not Hispanic or Latino,45-49 years,I13.9,Female,4,2017
Black or African American,Not Hispanic or Latino,45-49 years,I13.9,Male,4,2017
Black or African American,Not Hispanic or Latino,50-54 years,I10,Female,93,2017
Black or African American,Not Hispanic or Latino,50-54 years,I10,Male,115,2017
Black or African American,Not Hispanic or Latino,50-54 years,I11.0,Female,44,2017
Black or African American,Not Hispanic or Latino,50-54 years,I11.0,Male,64,2017
Black or African American,Not Hispanic or Latino,50-54 years,I11.9,Female,242,2017
Black or African American,Not Hispanic or Latino,50-54 years,I11.9,Male,418,2017
Black or African American,Not Hispanic or Latino,50-54 years,I12.0,Female,42,2017
Black or African American,Not Hispanic or Latino,50-54 years,I12.0,Male,76,2017
Black or African American,Not Hispanic or Latino,50-54 years,I12.9,Male,4,2017
Black or African American,Not Hispanic or Latino,50-54 years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,50-54 years,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,50-54 years,I13.1,Female,18,2017
Black or African American,Not Hispanic or Latino,50-54 years,I13.1,Male,25,2017
Black or African American,Not Hispanic or Latino,50-54 years,I13.2,Female,10,2017
Black or African American,Not Hispanic or Latino,50-54 years,I13.2,Male,17,2017
Black or African American,Not Hispanic or Latino,50-54 years,I13.9,Female,4,2017
Black or African American,Not Hispanic or Latino,50-54 years,I13.9,Male,4,2017
Black or African American,Not Hispanic or Latino,55-59 years,I10,Female,127,2017
Black or African American,Not Hispanic or Latino,55-59 years,I10,Male,158,2017
Black or African American,Not Hispanic or Latino,55-59 years,I11.0,Female,67,2017
Black or African American,Not Hispanic or Latino,55-59 years,I11.0,Male,110,2017
Black or African American,Not Hispanic or Latino,55-59 years,I11.9,Female,353,2017
Black or African American,Not Hispanic or Latino,55-59 years,I11.9,Male,583,2017
Black or African American,Not Hispanic or Latino,55-59 years,I12.0,Female,72,2017
Black or African American,Not Hispanic or Latino,55-59 years,I12.0,Male,117,2017
Black or African American,Not Hispanic or Latino,55-59 years,I12.9,Female,4,2017
Black or African American,Not Hispanic or Latino,55-59 years,I12.9,Male,4,2017
Black or African American,Not Hispanic or Latino,55-59 years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,55-59 years,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,55-59 years,I13.1,Female,21,2017
Black or African American,Not Hispanic or Latino,55-59 years,I13.1,Male,37,2017
Black or African American,Not Hispanic or Latino,55-59 years,I13.2,Female,22,2017
Black or African American,Not Hispanic or Latino,55-59 years,I13.2,Male,25,2017
Black or African American,Not Hispanic or Latino,55-59 years,I13.9,Male,4,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I10,Female,179,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I10,Male,245,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I11.0,Female,108,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I11.0,Male,140,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I11.9,Female,360,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I11.9,Male,669,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I12.0,Female,105,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I12.0,Male,127,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I12.9,Female,4,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I12.9,Male,4,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I13.1,Female,30,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I13.1,Male,43,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I13.2,Female,22,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I13.2,Male,39,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I13.9,Female,4,2017
Black or African American,Not Hispanic or Latino,60-64 years ,I13.9,Male,4,2017
Black or African American,Not Hispanic or Latino,65-69 years,I10,Female,178,2017
Black or African American,Not Hispanic or Latino,65-69 years,I10,Male,211,2017
Black or African American,Not Hispanic or Latino,65-69 years,I11.0,Female,105,2017
Black or African American,Not Hispanic or Latino,65-69 years,I11.0,Male,131,2017
Black or African American,Not Hispanic or Latino,65-69 years,I11.9,Female,306,2017
Black or African American,Not Hispanic or Latino,65-69 years,I11.9,Male,521,2017
Black or African American,Not Hispanic or Latino,65-69 years,I12.0,Female,130,2017
Black or African American,Not Hispanic or Latino,65-69 years,I12.0,Male,138,2017
Black or African American,Not Hispanic or Latino,65-69 years,I12.9,Female,4,2017
Black or African American,Not Hispanic or Latino,65-69 years,I12.9,Male,4,2017
Black or African American,Not Hispanic or Latino,65-69 years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,65-69 years,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,65-69 years,I13.1,Female,30,2017
Black or African American,Not Hispanic or Latino,65-69 years,I13.1,Male,41,2017
Black or African American,Not Hispanic or Latino,65-69 years,I13.2,Female,27,2017
Black or African American,Not Hispanic or Latino,65-69 years,I13.2,Male,35,2017
Black or African American,Not Hispanic or Latino,65-69 years,I13.9,Female,4,2017
Black or African American,Not Hispanic or Latino,65-69 years,I13.9,Male,4,2017
Black or African American,Not Hispanic or Latino,70-74 years,I10,Female,169,2017
Black or African American,Not Hispanic or Latino,70-74 years,I10,Male,162,2017
Black or African American,Not Hispanic or Latino,70-74 years,I11.0,Female,108,2017
Black or African American,Not Hispanic or Latino,70-74 years,I11.0,Male,91,2017
Black or African American,Not Hispanic or Latino,70-74 years,I11.9,Female,233,2017
Black or African American,Not Hispanic or Latino,70-74 years,I11.9,Male,365,2017
Black or African American,Not Hispanic or Latino,70-74 years,I12.0,Female,151,2017
Black or African American,Not Hispanic or Latino,70-74 years,I12.0,Male,153,2017
Black or African American,Not Hispanic or Latino,70-74 years,I12.9,Female,4,2017
Black or African American,Not Hispanic or Latino,70-74 years,I12.9,Male,4,2017
Black or African American,Not Hispanic or Latino,70-74 years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,70-74 years,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,70-74 years,I13.1,Female,25,2017
Black or African American,Not Hispanic or Latino,70-74 years,I13.1,Male,24,2017
Black or African American,Not Hispanic or Latino,70-74 years,I13.2,Female,28,2017
Black or African American,Not Hispanic or Latino,70-74 years,I13.2,Male,38,2017
Black or African American,Not Hispanic or Latino,70-74 years,I13.9,Female,4,2017
Black or African American,Not Hispanic or Latino,70-74 years,I13.9,Male,4,2017
Black or African American,Not Hispanic or Latino,75-79 years,I10,Female,168,2017
Black or African American,Not Hispanic or Latino,75-79 years,I10,Male,143,2017
Black or African American,Not Hispanic or Latino,75-79 years,I11.0,Female,137,2017
Black or African American,Not Hispanic or Latino,75-79 years,I11.0,Male,105,2017
Black or African American,Not Hispanic or Latino,75-79 years,I11.9,Female,253,2017
Black or African American,Not Hispanic or Latino,75-79 years,I11.9,Male,251,2017
Black or African American,Not Hispanic or Latino,75-79 years,I12.0,Female,176,2017
Black or African American,Not Hispanic or Latino,75-79 years,I12.0,Male,125,2017
Black or African American,Not Hispanic or Latino,75-79 years,I12.9,Female,13,2017
Black or African American,Not Hispanic or Latino,75-79 years,I12.9,Male,4,2017
Black or African American,Not Hispanic or Latino,75-79 years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,75-79 years,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,75-79 years,I13.1,Female,28,2017
Black or African American,Not Hispanic or Latino,75-79 years,I13.1,Male,29,2017
Black or African American,Not Hispanic or Latino,75-79 years,I13.2,Female,32,2017
Black or African American,Not Hispanic or Latino,75-79 years,I13.2,Male,34,2017
Black or African American,Not Hispanic or Latino,75-79 years,I13.9,Female,4,2017
Black or African American,Not Hispanic or Latino,75-79 years,I13.9,Male,4,2017
Black or African American,Not Hispanic or Latino,80-84 years,I10,Female,224,2017
Black or African American,Not Hispanic or Latino,80-84 years,I10,Male,143,2017
Black or African American,Not Hispanic or Latino,80-84 years,I11.0,Female,154,2017
Black or African American,Not Hispanic or Latino,80-84 years,I11.0,Male,95,2017
Black or African American,Not Hispanic or Latino,80-84 years,I11.9,Female,236,2017
Black or African American,Not Hispanic or Latino,80-84 years,I11.9,Male,196,2017
Black or African American,Not Hispanic or Latino,80-84 years,I12.0,Female,192,2017
Black or African American,Not Hispanic or Latino,80-84 years,I12.0,Male,140,2017
Black or African American,Not Hispanic or Latino,80-84 years,I12.9,Female,4,2017
Black or African American,Not Hispanic or Latino,80-84 years,I12.9,Male,4,2017
Black or African American,Not Hispanic or Latino,80-84 years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,80-84 years,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,80-84 years,I13.1,Female,33,2017
Black or African American,Not Hispanic or Latino,80-84 years,I13.1,Male,27,2017
Black or African American,Not Hispanic or Latino,80-84 years,I13.2,Female,49,2017
Black or African American,Not Hispanic or Latino,80-84 years,I13.2,Male,30,2017
Black or African American,Not Hispanic or Latino,80-84 years,I13.9,Female,4,2017
Black or African American,Not Hispanic or Latino,80-84 years,I13.9,Male,4,2017
Black or African American,Not Hispanic or Latino,85-89 years,I10,Female,256,2017
Black or African American,Not Hispanic or Latino,85-89 years,I10,Male,122,2017
Black or African American,Not Hispanic or Latino,85-89 years,I11.0,Female,183,2017
Black or African American,Not Hispanic or Latino,85-89 years,I11.0,Male,114,2017
Black or African American,Not Hispanic or Latino,85-89 years,I11.9,Female,265,2017
Black or African American,Not Hispanic or Latino,85-89 years,I11.9,Male,134,2017
Black or African American,Not Hispanic or Latino,85-89 years,I12.0,Female,202,2017
Black or African American,Not Hispanic or Latino,85-89 years,I12.0,Male,119,2017
Black or African American,Not Hispanic or Latino,85-89 years,I12.9,Female,4,2017
Black or African American,Not Hispanic or Latino,85-89 years,I12.9,Male,4,2017
Black or African American,Not Hispanic or Latino,85-89 years,I13.0,Female,11,2017
Black or African American,Not Hispanic or Latino,85-89 years,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,85-89 years,I13.1,Female,30,2017
Black or African American,Not Hispanic or Latino,85-89 years,I13.1,Male,22,2017
Black or African American,Not Hispanic or Latino,85-89 years,I13.2,Female,62,2017
Black or African American,Not Hispanic or Latino,85-89 years,I13.2,Male,29,2017
Black or African American,Not Hispanic or Latino,85-89 years,I13.9,Female,4,2017
Black or African American,Not Hispanic or Latino,85-89 years,I13.9,Male,4,2017
Black or African American,Not Hispanic or Latino,90-94 years,I10,Female,253,2017
Black or African American,Not Hispanic or Latino,90-94 years,I10,Male,66,2017
Black or African American,Not Hispanic or Latino,90-94 years,I11.0,Female,160,2017
Black or African American,Not Hispanic or Latino,90-94 years,I11.0,Male,78,2017
Black or African American,Not Hispanic or Latino,90-94 years,I11.9,Female,181,2017
Black or African American,Not Hispanic or Latino,90-94 years,I11.9,Male,85,2017
Black or African American,Not Hispanic or Latino,90-94 years,I12.0,Female,158,2017
Black or African American,Not Hispanic or Latino,90-94 years,I12.0,Male,86,2017
Black or African American,Not Hispanic or Latino,90-94 years,I12.9,Female,4,2017
Black or African American,Not Hispanic or Latino,90-94 years,I12.9,Male,4,2017
Black or African American,Not Hispanic or Latino,90-94 years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,90-94 years,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,90-94 years,I13.1,Female,21,2017
Black or African American,Not Hispanic or Latino,90-94 years,I13.1,Male,10,2017
Black or African American,Not Hispanic or Latino,90-94 years,I13.2,Female,38,2017
Black or African American,Not Hispanic or Latino,90-94 years,I13.2,Male,21,2017
Black or African American,Not Hispanic or Latino,90-94 years,I13.9,Female,4,2017
Black or African American,Not Hispanic or Latino,90-94 years,I13.9,Male,4,2017
Black or African American,Not Hispanic or Latino,90-94 years,I15.0,Female,4,2017
Black or African American,Not Hispanic or Latino,90-94 years,I15.9,Female,4,2017
Black or African American,Not Hispanic or Latino,95-99 years,I10,Female,139,2017
Black or African American,Not Hispanic or Latino,95-99 years,I10,Male,34,2017
Black or African American,Not Hispanic or Latino,95-99 years,I11.0,Female,117,2017
Black or African American,Not Hispanic or Latino,95-99 years,I11.0,Male,31,2017
Black or African American,Not Hispanic or Latino,95-99 years,I11.9,Female,105,2017
Black or African American,Not Hispanic or Latino,95-99 years,I11.9,Male,38,2017
Black or African American,Not Hispanic or Latino,95-99 years,I12.0,Female,75,2017
Black or African American,Not Hispanic or Latino,95-99 years,I12.0,Male,22,2017
Black or African American,Not Hispanic or Latino,95-99 years,I12.9,Female,4,2017
Black or African American,Not Hispanic or Latino,95-99 years,I12.9,Male,4,2017
Black or African American,Not Hispanic or Latino,95-99 years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,95-99 years,I13.0,Male,4,2017
Black or African American,Not Hispanic or Latino,95-99 years,I13.1,Female,14,2017
Black or African American,Not Hispanic or Latino,95-99 years,I13.1,Male,4,2017
Black or African American,Not Hispanic or Latino,95-99 years,I13.2,Female,17,2017
Black or African American,Not Hispanic or Latino,95-99 years,I13.2,Male,17,2017
Black or African American,Not Hispanic or Latino,95-99 years,I13.9,Female,4,2017
Black or African American,Not Hispanic or Latino,95-99 years,I13.9,Male,4,2017
Black or African American,Not Hispanic or Latino,100+ years,I10,Female,61,2017
Black or African American,Not Hispanic or Latino,100+ years,I10,Male,4,2017
Black or African American,Not Hispanic or Latino,100+ years,I11.0,Female,48,2017
Black or African American,Not Hispanic or Latino,100+ years,I11.0,Male,4,2017
Black or African American,Not Hispanic or Latino,100+ years,I11.9,Female,35,2017
Black or African American,Not Hispanic or Latino,100+ years,I11.9,Male,4,2017
Black or African American,Not Hispanic or Latino,100+ years,I12.0,Female,21,2017
Black or African American,Not Hispanic or Latino,100+ years,I12.0,Male,4,2017
Black or African American,Not Hispanic or Latino,100+ years,I13.0,Female,4,2017
Black or African American,Not Hispanic or Latino,100+ years,I13.1,Female,4,2017
Black or African American,Not Hispanic or Latino,100+ years,I13.1,Male,4,2017
Black or African American,Not Hispanic or Latino,100+ years,I13.2,Female,4,2017
Black or African American,Not Hispanic or Latino,100+ years,I13.2,Male,4,2017
Black or African American,Not Hispanic or Latino,100+ years,I13.9,Male,4,2017
Black or African American,Not Stated,25-29 years,I10,Male,4,2017
Black or African American,Not Stated,30-34 years,I13.1,Male,4,2017
Black or African American,Not Stated,40-44 years,I11.9,Male,4,2017
Black or African American,Not Stated,40-44 years,I12.0,Male,4,2017
Black or African American,Not Stated,40-44 years,I13.1,Female,4,2017
Black or African American,Not Stated,45-49 years,I11.0,Male,4,2017
Black or African American,Not Stated,45-49 years,I11.9,Female,4,2017
Black or African American,Not Stated,45-49 years,I11.9,Male,4,2017
Black or African American,Not Stated,50-54 years,I10,Male,4,2017
Black or African American,Not Stated,50-54 years,I11.0,Male,4,2017
Black or African American,Not Stated,50-54 years,I11.9,Male,4,2017
Black or African American,Not Stated,50-54 years,I12.0,Female,4,2017
Black or African American,Not Stated,50-54 years,I12.0,Male,4,2017
Black or African American,Not Stated,55-59 years,I10,Female,4,2017
Black or African American,Not Stated,55-59 years,I11.0,Male,4,2017
Black or African American,Not Stated,55-59 years,I11.9,Female,4,2017
Black or African American,Not Stated,55-59 years,I11.9,Male,13,2017
Black or African American,Not Stated,55-59 years,I12.0,Male,4,2017
Black or African American,Not Stated,60-64 years ,I10,Male,4,2017
Black or African American,Not Stated,60-64 years ,I11.0,Male,4,2017
Black or African American,Not Stated,60-64 years ,I11.9,Female,4,2017
Black or African American,Not Stated,60-64 years ,I11.9,Male,4,2017
Black or African American,Not Stated,60-64 years ,I12.0,Male,4,2017
Black or African American,Not Stated,60-64 years ,I13.1,Male,4,2017
Black or African American,Not Stated,65-69 years,I10,Female,4,2017
Black or African American,Not Stated,65-69 years,I10,Male,4,2017
Black or African American,Not Stated,65-69 years,I11.0,Male,4,2017
Black or African American,Not Stated,65-69 years,I11.9,Male,4,2017
Black or African American,Not Stated,65-69 years,I12.0,Female,4,2017
Black or African American,Not Stated,70-74 years,I10,Female,4,2017
Black or African American,Not Stated,70-74 years,I10,Male,4,2017
Black or African American,Not Stated,70-74 years,I11.0,Female,4,2017
Black or African American,Not Stated,70-74 years,I11.0,Male,4,2017
Black or African American,Not Stated,70-74 years,I11.9,Female,4,2017
Black or African American,Not Stated,70-74 years,I11.9,Male,4,2017
Black or African American,Not Stated,70-74 years,I12.0,Female,4,2017
Black or African American,Not Stated,70-74 years,I12.0,Male,4,2017
Black or African American,Not Stated,70-74 years,I13.9,Female,4,2017
Black or African American,Not Stated,75-79 years,I10,Male,4,2017
Black or African American,Not Stated,75-79 years,I11.0,Female,4,2017
Black or African American,Not Stated,75-79 years,I11.0,Male,4,2017
Black or African American,Not Stated,75-79 years,I11.9,Female,4,2017
Black or African American,Not Stated,75-79 years,I11.9,Male,4,2017
Black or African American,Not Stated,75-79 years,I13.2,Female,4,2017
Black or African American,Not Stated,80-84 years,I10,Female,4,2017
Black or African American,Not Stated,80-84 years,I11.0,Female,4,2017
Black or African American,Not Stated,80-84 years,I11.0,Male,4,2017
Black or African American,Not Stated,80-84 years,I11.9,Female,4,2017
Black or African American,Not Stated,80-84 years,I11.9,Male,4,2017
Black or African American,Not Stated,80-84 years,I12.0,Male,4,2017
Black or African American,Not Stated,85-89 years,I10,Female,4,2017
Black or African American,Not Stated,85-89 years,I10,Male,4,2017
Black or African American,Not Stated,85-89 years,I11.0,Female,4,2017
Black or African American,Not Stated,90-94 years,I10,Female,4,2017
Black or African American,Not Stated,90-94 years,I11.0,Female,4,2017
Black or African American,Not Stated,90-94 years,I11.9,Female,4,2017
Black or African American,Not Stated,100+ years,I10,Female,4,2017
White,Hispanic or Latino,15-19 years,I11.9,Male,4,2017
White,Hispanic or Latino,20-24 years,I11.9,Female,4,2017
White,Hispanic or Latino,20-24 years,I11.9,Male,11,2017
White,Hispanic or Latino,20-24 years,I12.0,Male,4,2017
White,Hispanic or Latino,20-24 years,I13.1,Male,4,2017
White,Hispanic or Latino,25-29 years,I10,Female,4,2017
White,Hispanic or Latino,25-29 years,I11.9,Female,4,2017
White,Hispanic or Latino,25-29 years,I11.9,Male,15,2017
White,Hispanic or Latino,25-29 years,I12.0,Female,4,2017
White,Hispanic or Latino,25-29 years,I13.2,Male,4,2017
White,Hispanic or Latino,30-34 years,I10,Female,4,2017
White,Hispanic or Latino,30-34 years,I10,Male,4,2017
White,Hispanic or Latino,30-34 years,I11.0,Female,4,2017
White,Hispanic or Latino,30-34 years,I11.0,Male,4,2017
White,Hispanic or Latino,30-34 years,I11.9,Female,4,2017
White,Hispanic or Latino,30-34 years,I11.9,Male,43,2017
White,Hispanic or Latino,30-34 years,I12.0,Male,4,2017
White,Hispanic or Latino,30-34 years,I13.1,Female,4,2017
White,Hispanic or Latino,30-34 years,I13.1,Male,4,2017
White,Hispanic or Latino,30-34 years,I13.2,Male,4,2017
White,Hispanic or Latino,35-39 years,I10,Female,4,2017
White,Hispanic or Latino,35-39 years,I10,Male,4,2017
White,Hispanic or Latino,35-39 years,I11.0,Female,4,2017
White,Hispanic or Latino,35-39 years,I11.0,Male,4,2017
White,Hispanic or Latino,35-39 years,I11.9,Female,19,2017
White,Hispanic or Latino,35-39 years,I11.9,Male,51,2017
White,Hispanic or Latino,35-39 years,I12.0,Female,4,2017
White,Hispanic or Latino,35-39 years,I12.0,Male,4,2017
White,Hispanic or Latino,35-39 years,I13.1,Male,4,2017
White,Hispanic or Latino,35-39 years,I13.2,Female,4,2017
White,Hispanic or Latino,40-44 years,I10,Female,4,2017
White,Hispanic or Latino,40-44 years,I10,Male,11,2017
White,Hispanic or Latino,40-44 years,I11.0,Female,4,2017
White,Hispanic or Latino,40-44 years,I11.0,Male,4,2017
White,Hispanic or Latino,40-44 years,I11.9,Female,19,2017
White,Hispanic or Latino,40-44 years,I11.9,Male,83,2017
White,Hispanic or Latino,40-44 years,I12.0,Female,4,2017
White,Hispanic or Latino,40-44 years,I12.0,Male,12,2017
White,Hispanic or Latino,40-44 years,I13.1,Female,4,2017
White,Hispanic or Latino,40-44 years,I13.1,Male,4,2017
White,Hispanic or Latino,40-44 years,I13.2,Female,4,2017
White,Hispanic or Latino,40-44 years,I13.2,Male,4,2017
White,Hispanic or Latino,40-44 years,I13.9,Male,4,2017
White,Hispanic or Latino,45-49 years,I10,Female,4,2017
White,Hispanic or Latino,45-49 years,I10,Male,17,2017
White,Hispanic or Latino,45-49 years,I11.0,Female,4,2017
White,Hispanic or Latino,45-49 years,I11.0,Male,4,2017
White,Hispanic or Latino,45-49 years,I11.9,Female,27,2017
