"Notes"	"Underlying Cause of death"	"Underlying Cause of death Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"60-64 years "	"60-64"	0	7556418	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"65-69 years"	"65-69"	0	6919897	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"70-74 years"	"70-74"	0	6059791	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"75-79 years"	"75-79"	0	4104256	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"80-84 years"	"80-84"	0	2725551	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"< 1 year"	"1"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"5-9 years"	"5-9"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"10-14 years"	"10-14"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"15-19 years"	"15-19"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"20-24 years"	"20-24"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"25-29 years"	"25-29"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"30-34 years"	"30-34"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"35-39 years"	"35-39"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"40-44 years"	"40-44"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"45-49 years"	"45-49"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"50-54 years"	"50-54"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"55-59 years"	"55-59"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"60-64 years "	"60-64"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"65-69 years"	"65-69"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"70-74 years"	"70-74"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"75-79 years"	"75-79"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"80-84 years"	"80-84"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"< 1 year"	"1"	0	23709	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"1-4 years"	"1-4"	0	96533	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"5-9 years"	"5-9"	0	121009	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"10-14 years"	"10-14"	0	120870	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"15-19 years"	"15-19"	0	100224	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"20-24 years"	"20-24"	0	85966	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"25-29 years"	"25-29"	0	76605	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"30-34 years"	"30-34"	0	68320	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"35-39 years"	"35-39"	0	61108	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"40-44 years"	"40-44"	0	56711	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"45-49 years"	"45-49"	0	44292	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"50-54 years"	"50-54"	0	36614	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"55-59 years"	"55-59"	0	31514	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"60-64 years "	"60-64"	0	25550	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"65-69 years"	"65-69"	0	18682	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"70-74 years"	"70-74"	0	12686	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"75-79 years"	"75-79"	0	7996	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"80-84 years"	"80-84"	0	4950	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"< 1 year"	"1"	0	93157	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"1-4 years"	"1-4"	0	384447	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"5-9 years"	"5-9"	0	487433	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"10-14 years"	"10-14"	0	469525	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"15-19 years"	"15-19"	0	404169	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"20-24 years"	"20-24"	0	351310	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"25-29 years"	"25-29"	0	309276	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"30-34 years"	"30-34"	0	256713	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"35-39 years"	"35-39"	0	209739	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"40-44 years"	"40-44"	0	181232	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"45-49 years"	"45-49"	0	148380	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"50-54 years"	"50-54"	0	135220	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"55-59 years"	"55-59"	0	124699	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"60-64 years "	"60-64"	0	114476	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"65-69 years"	"65-69"	0	91203	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"70-74 years"	"70-74"	0	69157	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"75-79 years"	"75-79"	0	44025	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"80-84 years"	"80-84"	0	27902	Unreliable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"< 1 year"	"1"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"5-9 years"	"5-9"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"10-14 years"	"10-14"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"15-19 years"	"15-19"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"20-24 years"	"20-24"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"25-29 years"	"25-29"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"30-34 years"	"30-34"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"35-39 years"	"35-39"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"40-44 years"	"40-44"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"45-49 years"	"45-49"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"50-54 years"	"50-54"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"55-59 years"	"55-59"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"60-64 years "	"60-64"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"65-69 years"	"65-69"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"70-74 years"	"70-74"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"75-79 years"	"75-79"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"80-84 years"	"80-84"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"< 1 year"	"1"	0	21393	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"1-4 years"	"1-4"	0	84891	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"5-9 years"	"5-9"	0	94052	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"10-14 years"	"10-14"	0	85670	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"15-19 years"	"15-19"	0	80135	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"20-24 years"	"20-24"	0	73447	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"25-29 years"	"25-29"	0	72853	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"30-34 years"	"30-34"	0	77342	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"35-39 years"	"35-39"	0	77310	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"40-44 years"	"40-44"	0	71502	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"45-49 years"	"45-49"	0	62776	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"50-54 years"	"50-54"	0	55361	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"55-59 years"	"55-59"	0	46405	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"60-64 years "	"60-64"	0	36002	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"65-69 years"	"65-69"	0	24419	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"70-74 years"	"70-74"	0	15302	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"75-79 years"	"75-79"	0	8379	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"80-84 years"	"80-84"	0	4600	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"< 1 year"	"1"	0	13796	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"1-4 years"	"1-4"	0	58937	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"5-9 years"	"5-9"	0	83759	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"10-14 years"	"10-14"	0	91201	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"15-19 years"	"15-19"	0	91728	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"20-24 years"	"20-24"	0	91378	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"25-29 years"	"25-29"	0	96165	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"30-34 years"	"30-34"	0	94805	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"35-39 years"	"35-39"	0	82244	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"40-44 years"	"40-44"	0	74848	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"45-49 years"	"45-49"	0	68541	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"50-54 years"	"50-54"	0	70824	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"55-59 years"	"55-59"	0	74206	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"60-64 years "	"60-64"	0	69671	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"65-69 years"	"65-69"	0	54987	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"70-74 years"	"70-74"	0	42384	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"75-79 years"	"75-79"	0	24956	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"80-84 years"	"80-84"	0	14763	Unreliable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"< 1 year"	"1"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"5-9 years"	"5-9"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"10-14 years"	"10-14"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"15-19 years"	"15-19"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"20-24 years"	"20-24"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"25-29 years"	"25-29"	0	Not Applicable	Not Applicable
	"Old myocardial infarction"	"I25.2"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"30-34 years"	"30-34"	0	Not Applicable	Not Applicable
