Race	Hispanic Origin	Five-Year Age Groups	Cause of death Code	Gender	Year	Deaths	Population	Crude Rate
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2000	371	5440411	6.81933773018252
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2001	374	5594924	6.68463056870835
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2002	438	6061053	7.22646708418488
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2003	505	6276773	8.04553550048727
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2004	529	6543979	8.08376677247895
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2005	540	6839972	7.89476915987375
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2006	682	7153684	9.53354942712035
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2007	694	7090471	9.78778419656466
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2008	721	7178391	10.0440335445645
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2009	814	7311741	11.1327794570404
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2010	810	7424695	10.9095390450382
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2011	982	7580924	12.9535660824459
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2012	1083	7714989	14.0376091268568
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2013	1135	7810125	14.5324178550279
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2014	1267	7844960	16.1504966245844
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2015	1361	7872823	17.2873186657442
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2016	1452	7895816	18.3894862798221
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2017	1536	7825343	19.6285325767829
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2018	1490	7726628	19.2839619042097
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2019	1551	7625376	20.3399806121036
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2020	1784	7450226	23.9455823219322
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2021	1817	7236990	25.1071232653354
White	Not Hispanic or Latino	55-59 years	I11.9	Female	2022	1770	6904503	25.6354439993726
White	Not Hispanic or Latino	55-59 years	I11.9	Male	1999	460	5063782	9.08411934005058
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2000	987	5197809	18.988770076007
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2001	1025	5364115	19.1084643039905
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2002	1224	5830597	20.992704520652
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2003	1345	6050416	22.229876425026
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2004	1547	6314088	24.5007671733432
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2005	1779	6605805	26.9308585403293
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2006	1994	6901653	28.8916292951848
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2007	2099	6838462	30.6940361736309
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2008	2237	6913901	32.3551060392678
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2009	2412	7036638	34.2777332015659
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2010	2609	7146083	36.5095115743828
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2011	2697	7299446	36.9480094790755
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2012	3046	7426243	41.0167025237391
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2013	3151	7524979	41.8738710101384
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2014	3494	7567749	46.1696073693776
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2015	3542	7603227	46.5854827167465
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2016	3902	7624881	51.174569150653
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2017	3984	7558976	52.7055516514406
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2018	4137	7462883	55.43434085728
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2019	4283	7369813	58.1154501477853
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2020	4869	7199900	67.6259392491562
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2021	4941	7170652	68.9058679740699
White	Not Hispanic or Latino	55-59 years	I11.9	Male	2022	4919	6905917	71.228773818162
White	Not Hispanic or Latino	55-59 years	I12.0	Female	1999	61	5304072	1.15005980310976
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2000	92	5440411	1.69104870937141
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2001	74	5594924	1.32262743872839
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2002	82	6061053	1.35290023037251
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2003	98	6276773	1.56131183969852
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2004	96	6543979	1.46699737269939
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2005	101	6839972	1.47661423175417
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2006	168	7153684	2.3484403280883
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2007	117	7090471	1.65010194668309
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2008	155	7178391	2.15925825160541
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2009	122	7311741	1.6685492552321
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2010	122	7424695	1.64316514011687
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2011	52	7580924	0.685932216178397
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2012	53	7714989	0.686974407870186
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2013	199	7810125	2.54797458427362
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2014	232	7844960	2.95731272052375
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2015	262	7872823	3.32790410758631
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2016	240	7895816	3.03958450906151
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2017	272	7825343	3.47588597713864
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2018	280	7726628	3.62383176723404
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2019	297	7625376	3.89488990444537
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2020	346	7450226	4.64415441893977
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2021	334	7236990	4.6151784098085
White	Not Hispanic or Latino	55-59 years	I12.0	Female	2022	370	6904503	5.35882162698749
White	Not Hispanic or Latino	55-59 years	I12.0	Male	1999	55	5063782	1.0861447037017
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2000	102	5197809	1.96236529660863
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2001	103	5364115	1.92016763249856
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2002	90	5830597	1.54358121475382
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2003	94	6050416	1.55361218137728
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2004	137	6314088	2.16975119763931
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2005	148	6605805	2.24045366159007
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2006	199	6901653	2.88336721652045
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2007	181	6838462	2.6467939720949
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2008	193	6913901	2.7914776332493
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2009	208	7036638	2.955957092009
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2010	216	7146083	3.0226349176185
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2011	79	7299446	1.0822739150341
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2012	81	7426243	1.09072649521434
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2013	388	7524979	5.1561605686873
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2014	383	7567749	5.06095009229297
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2015	426	7603227	5.60288414379842
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2016	454	7624881	5.95419128508366
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2017	447	7558976	5.913499394627
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2018	452	7462883	6.05664057710673
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2019	536	7369813	7.27291180929557
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2020	619	7199900	8.59734162974486
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2021	647	7170652	9.02288941089318
White	Not Hispanic or Latino	55-59 years	I12.0	Male	2022	621	6905917	8.99228878655796
White	Not Hispanic or Latino	55-59 years	I12.9	Female	1999	5	5304072	0.09426719697621
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2000	12	5440411	0.220571570787575
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2001	5	5594924	0.0893667188329993
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2002	13	6061053	0.214484182863935
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2003	12	6276773	0.191181041595737
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2004	5	6543979	0.0764061131614267
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2005	16	6839972	0.233919086218482
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2006	19	7153684	0.265597418057605
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2007	5	7090471	0.0705171772086791
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2008	14	7178391	0.19502977756436
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2009	18	7311741	0.246179398312933
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2010	13	7424695	0.175091367389502
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2011	11	7580924	0.145101045730046
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2012	17	7714989	0.220350281769682
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2013	25	7810125	0.320097309582113
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2014	18	7844960	0.22944667659236
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2015	32	7872823	0.406461570392221
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2016	24	7895816	0.303958450906151
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2017	21	7825343	0.268358843823204
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2018	24	7726628	0.310614151477203
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2019	31	7625376	0.406537330093624
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2020	25	7450226	0.335560290385822
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2021	26	7236990	0.359265385194673
White	Not Hispanic or Latino	55-59 years	I12.9	Female	2022	15	6904503	0.217249525418412
White	Not Hispanic or Latino	55-59 years	I12.9	Male	1999	5	5063782	0.0987404276092454
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2000	20	5197809	0.384777509138947
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2001	23	5364115	0.428775296577348
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2002	18	5830597	0.308716242950765
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2003	28	6050416	0.462778096580467
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2004	24	6314088	0.380102399586449
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2005	12	6605805	0.18165840499379
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2006	20	6901653	0.289785649901553
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2007	26	6838462	0.380202449030206
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2008	17	6913901	0.24588144956082
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2009	20	7036638	0.284226643462404
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2010	15	7146083	0.209905202612396
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2011	27	7299446	0.369891084885072
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2012	28	7426243	0.377041257604956
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2013	28	7524979	0.372094061657846
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2014	25	7567749	0.330349222734528
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2015	34	7603227	0.447178546688136
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2016	37	7624881	0.485253474775541
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2017	34	7558976	0.449796374535387
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2018	33	7462883	0.442188360717969
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2019	40	7369813	0.542754612633998
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2020	43	7199900	0.597230517090515
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2021	25	7170652	0.348643331178253
White	Not Hispanic or Latino	55-59 years	I12.9	Male	2022	37	6905917	0.535772439778816
White	Not Hispanic or Latino	55-59 years	I13.0	Female	1999	5	5304072	0.09426719697621
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2007	5	7090471	0.0705171772086791
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2008	5	7178391	0.0696534919872712
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2009	5	7311741	0.0683831661980368
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2011	5	7580924	0.0659550207863843
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2013	5	7810125	0.0640194619164226
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2014	5	7844960	0.0637351879423222
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2015	5	7872823	0.0635096203737846
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2016	5	7895816	0.0633246772721148
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2017	5	7825343	0.0638949628150485
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2018	5	7726628	0.0647112815577507
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2019	10	7625376	0.13114107422375
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2020	5	7450226	0.0671120580771644
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2021	2	7236990	0.0276357988611287
White	Not Hispanic or Latino	55-59 years	I13.0	Female	2022	6	6904503	0.0868998101673647
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2002	5	5830597	0.085754511930768
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2006	5	6901653	0.0724464124753881
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2009	5	7036638	0.0710566608656009
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2011	5	7299446	0.0684983490527911
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2012	5	7426243	0.067328796000885
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2013	5	7524979	0.0664453681531869
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2014	5	7567749	0.0660698445469056
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2015	5	7603227	0.0657615509835495
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2016	13	7624881	0.170494464110325
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2017	5	7558976	0.0661465256669686
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2018	17	7462883	0.227794004006227
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2019	13	7369813	0.176395249106049
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2020	27	7199900	0.375005208405672
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2021	17	7170652	0.237077465201212
White	Not Hispanic or Latino	55-59 years	I13.0	Male	2022	17	6905917	0.24616571557405
White	Not Hispanic or Latino	55-59 years	I13.1	Female	1999	5	5304072	0.09426719697621
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2000	13	5440411	0.238952535019873
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2001	19	5594924	0.339593531565398
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2002	19	6061053	0.313476882647289
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2003	14	6276773	0.22304454852836
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2004	21	6543979	0.320905675277992
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2005	15	6839972	0.219299143329827
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2006	18	7153684	0.251618606580889
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2007	18	7090471	0.253861837951245
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2008	20	7178391	0.278613967949085
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2009	25	7311741	0.341915830990184
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2010	19	7424695	0.255902767723119
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2011	15	7580924	0.197865062359153
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2012	22	7714989	0.28515918817253
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2013	30	7810125	0.384116771498536
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2014	33	7844960	0.420652240419327
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2015	38	7872823	0.482673114840763
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2016	34	7895816	0.43060780545038
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2017	55	7825343	0.702844590965533
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2018	40	7726628	0.517690252462005
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2019	51	7625376	0.668819478541124
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2020	60	7450226	0.805344696925972
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2021	53	7236990	0.732348669819911
White	Not Hispanic or Latino	55-59 years	I13.1	Female	2022	76	6904503	1.10073092878662
White	Not Hispanic or Latino	55-59 years	I13.1	Male	1999	14	5063782	0.276473197305887
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2000	21	5197809	0.404016384595894
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2001	18	5364115	0.335563275582272
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2002	22	5830597	0.377319852495379
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2003	31	6050416	0.512361464071231
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2004	24	6314088	0.380102399586449
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2005	26	6605805	0.393593210819877
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2006	32	6901653	0.463657039842484
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2007	43	6838462	0.628796358011494
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2008	37	6913901	0.535153743161784
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2009	30	7036638	0.426339965193605
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2010	43	7146083	0.601728247488869
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2011	44	7299446	0.602785471664562
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2012	34	7426243	0.457835812806018
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2013	55	7524979	0.730899049685056
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2014	54	7567749	0.71355432110658
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2015	74	7603227	0.973270954556532
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2016	79	7624881	1.03608174343967
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2017	75	7558976	0.99219788500453
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2018	87	7462883	1.1657693146201
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2019	95	7369813	1.28904220500574
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2020	118	7199900	1.63891165155072
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2021	157	7170652	2.18948011979943
White	Not Hispanic or Latino	55-59 years	I13.1	Male	2022	115	6905917	1.6652386641774
White	Not Hispanic or Latino	55-59 years	I13.2	Female	1999	11	5304072	0.207387833347662
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2000	5	5440411	0.0919048211614895
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2001	5	5594924	0.0893667188329993
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2002	5	6061053	0.0824939164861287
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2003	5	6276773	0.0796587673315571
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2004	5	6543979	0.0764061131614267
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2005	5	6839972	0.0730997144432755
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2006	5	7153684	0.0698940573835803
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2007	5	7090471	0.0705171772086791
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2008	5	7178391	0.0696534919872712
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2009	5	7311741	0.0683831661980368
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2010	5	7424695	0.067342833611347
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2011	5	7580924	0.0659550207863843
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2012	5	7714989	0.0648089064028478
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2013	5	7810125	0.0640194619164226
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2014	11	7844960	0.140217413473109
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2015	12	7872823	0.152423088897083
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2016	5	7895816	0.0633246772721148
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2017	13	7825343	0.166126903319126
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2018	17	7726628	0.220018357296352
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2019	24	7625376	0.314738578136999
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2020	23	7450226	0.308715467154956
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2021	31	7236990	0.428354882347495
White	Not Hispanic or Latino	55-59 years	I13.2	Female	2022	48	6904503	0.695198481338917
White	Not Hispanic or Latino	55-59 years	I13.2	Male	1999	19	5063782	0.375213624915133
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2000	5	5197809	0.0961943772847367
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2001	5	5364115	0.0932120209950756
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2002	5	5830597	0.085754511930768
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2003	5	6050416	0.0826389458179405
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2004	5	6314088	0.0791879999138435
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2005	5	6605805	0.0756910020807456
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2006	12	6901653	0.173871389940932
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2007	10	6838462	0.146231711165464
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2008	5	6913901	0.072318073400241
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2009	16	7036638	0.227381314769923
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2010	10	7146083	0.139936801741597
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2011	15	7299446	0.205495047158373
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2012	13	7426243	0.175054869602301
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2013	5	7524979	0.0664453681531869
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2014	16	7567749	0.211423502550098
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2015	15	7603227	0.197284652950648
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2016	24	7624881	0.314759010665216
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2017	23	7558976	0.304274018068056
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2018	34	7462883	0.455588008012453
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2019	37	7369813	0.502048016686448
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2020	42	7199900	0.583341435297712
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2021	36	7170652	0.502046396896684
White	Not Hispanic or Latino	55-59 years	I13.2	Male	2022	88	6905917	1.27426958650097
White	Not Hispanic or Latino	55-59 years	I13.9	Female	1999	5	5304072	0.09426719697621
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2000	5	5440411	0.0919048211614895
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2001	5	5594924	0.0893667188329993
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2002	5	6061053	0.0824939164861287
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2003	5	6276773	0.0796587673315571
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2004	5	6543979	0.0764061131614267
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2006	5	7153684	0.0698940573835803
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2007	5	7090471	0.0705171772086791
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2009	5	7311741	0.0683831661980368
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2010	5	7424695	0.067342833611347
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2011	5	7580924	0.0659550207863843
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2012	5	7714989	0.0648089064028478
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2013	5	7810125	0.0640194619164226
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2014	5	7844960	0.0637351879423222
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2015	13	7872823	0.16512501297184
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2016	5	7895816	0.0633246772721148
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2017	5	7825343	0.0638949628150485
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2018	16	7726628	0.207076100984802
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2019	12	7625376	0.1573692890685
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2020	21	7450226	0.28187064392409
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2021	21	7236990	0.290175888041852
White	Not Hispanic or Latino	55-59 years	I13.9	Female	2022	6	6904503	0.0868998101673647
White	Not Hispanic or Latino	55-59 years	I13.9	Male	1999	5	5063782	0.0987404276092454
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2001	5	5364115	0.0932120209950756
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2002	5	5830597	0.085754511930768
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2003	5	6050416	0.0826389458179405
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2004	5	6314088	0.0791879999138435
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2005	5	6605805	0.0756910020807456
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2006	5	6901653	0.0724464124753881
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2007	5	6838462	0.0731158555827319
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2008	5	6913901	0.072318073400241
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2009	5	7036638	0.0710566608656009
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2010	5	7146083	0.0699684008707987
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2011	5	7299446	0.0684983490527911
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2012	5	7426243	0.067328796000885
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2013	11	7524979	0.146179809937011
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2014	10	7567749	0.132139689093811
White	Not Hispanic or Latino	55-59 years	I13.9	Male	2015	5	7603227	0.0657615509835495
