"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2008"	"2008"	1619	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2009"	"2009"	1529	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2010"	"2010"	1597	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2011"	"2011"	1577	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2012"	"2012"	1571	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2013"	"2013"	1461	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2014"	"2014"	1534	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2015"	"2015"	1424	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2016"	"2016"	1455	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2017"	"2017"	1470	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2018"	"2018"	1455	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2019"	"2019"	1465	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	"2020 "	"2020"	1595	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"1999"	"1999"	4484	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2000"	"2000"	4339	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2001"	"2001"	4284	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2002"	"2002"	4132	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2003"	"2003"	4033	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2004"	"2004"	3763	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2005"	"2005"	3770	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2006"	"2006"	3584	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2007"	"2007"	3482	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2008"	"2008"	3503	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2009"	"2009"	3168	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2010"	"2010"	3374	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2011"	"2011"	3364	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2012"	"2012"	3212	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2013"	"2013"	3284	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2014"	"2014"	3312	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2015"	"2015"	3368	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2016"	"2016"	3142	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2017"	"2017"	3317	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2018"	"2018"	3285	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2019"	"2019"	3185	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	"2020 "	"2020"	3288	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2014"	"2014"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"1999"	"1999"	19	1172726	Unreliable	1.0	2.5	0.4
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2000"	"2000"	19	1162900	Unreliable	1.0	2.6	0.4
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2001"	"2001"	17	1186474	Unreliable	0.8	2.3	0.3
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2002"	"2002"	24	1155046	2.1	1.3	3.1	0.4
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2003"	"2003"	10	1154996	Unreliable	0.4	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2005"	"2005"	13	1130089	Unreliable	0.6	2.0	0.3
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2006"	"2006"	14	1124354	Unreliable	0.7	2.1	0.3
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2007"	"2007"	17	1133543	Unreliable	0.9	2.4	0.4
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2008"	"2008"	12	1118406	Unreliable	0.6	1.9	0.3
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2009"	"2009"	14	1080480	Unreliable	0.7	2.2	0.3
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2010"	"2010"	12	1066887	Unreliable	0.6	2.0	0.3
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2012"	"2012"	10	1054481	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	"2014"	"2014"	11	1054908	Unreliable	0.5	1.9	0.3
	"White"	"2106-3"	"Male"	"M"	"18 years"	"18"	"2009"	"2009"	10	1350028	Unreliable	0.4	1.4	0.2
	"White"	"2106-3"	"Male"	"M"	"19 years"	"19"	"1999"	"1999"	10	1331250	Unreliable	0.4	1.4	0.2
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	"2010"	"2010"	12	1337154	Unreliable	0.5	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	"2011"	"2011"	11	1345260	Unreliable	0.4	1.5	0.2
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	"2012"	"2012"	10	1324804	Unreliable	0.4	1.4	0.2
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	"2014"	"2014"	12	1272925	Unreliable	0.5	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	"2001"	"2001"	15	1294581	Unreliable	0.6	1.9	0.3
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	"2002"	"2002"	11	1309391	Unreliable	0.4	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	"2004"	"2004"	11	1312508	Unreliable	0.4	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	"2005"	"2005"	11	1298614	Unreliable	0.4	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	"2007"	"2007"	13	1313342	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	"2009"	"2009"	11	1293152	Unreliable	0.4	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	"2010"	"2010"	10	1294853	Unreliable	0.4	1.4	0.2
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	"2013"	"2013"	12	1326600	Unreliable	0.5	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	"2014"	"2014"	11	1293353	Unreliable	0.4	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	"2015"	"2015"	10	1277290	Unreliable	0.4	1.4	0.2
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2001"	"2001"	12	1228397	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2004"	"2004"	13	1289988	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2005"	"2005"	13	1297566	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2006"	"2006"	15	1282177	Unreliable	0.7	1.9	0.3
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2007"	"2007"	12	1308562	Unreliable	0.5	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2008"	"2008"	11	1293421	Unreliable	0.4	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2010"	"2010"	12	1272515	Unreliable	0.5	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2011"	"2011"	10	1303492	Unreliable	0.4	1.4	0.2
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2012"	"2012"	14	1352146	Unreliable	0.6	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2013"	"2013"	13	1353103	Unreliable	0.5	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2015"	"2015"	16	1297881	Unreliable	0.7	2.0	0.3
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2017"	"2017"	10	1257834	Unreliable	0.4	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	"2018"	"2018"	10	1230874	Unreliable	0.4	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"1999"	"1999"	18	1125233	Unreliable	0.9	2.5	0.4
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2001"	"2001"	10	1182418	Unreliable	0.4	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2002"	"2002"	11	1217118	Unreliable	0.5	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2003"	"2003"	20	1263675	1.6	1.0	2.4	0.4
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2005"	"2005"	23	1278476	1.8	1.1	2.7	0.4
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2006"	"2006"	10	1286138	Unreliable	0.4	1.4	0.2
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2007"	"2007"	13	1267457	Unreliable	0.5	1.8	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2008"	"2008"	20	1294463	1.5	0.9	2.4	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2009"	"2009"	12	1278661	Unreliable	0.5	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2011"	"2011"	15	1276265	Unreliable	0.7	1.9	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2012"	"2012"	13	1307208	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2013"	"2013"	12	1355265	Unreliable	0.5	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2014"	"2014"	14	1355689	Unreliable	0.6	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2015"	"2015"	14	1332522	Unreliable	0.6	1.8	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2016"	"2016"	13	1299620	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	"2019"	"2019"	13	1229186	Unreliable	0.6	1.8	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"1999"	"1999"	12	1148855	Unreliable	0.5	1.8	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2000"	"2000"	18	1128578	Unreliable	0.9	2.5	0.4
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2001"	"2001"	18	1159470	Unreliable	0.9	2.5	0.4
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2002"	"2002"	13	1172743	Unreliable	0.6	1.9	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2003"	"2003"	15	1200551	Unreliable	0.7	2.1	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2005"	"2005"	19	1270140	Unreliable	0.9	2.3	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2006"	"2006"	19	1267775	Unreliable	0.9	2.3	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2007"	"2007"	11	1272792	Unreliable	0.4	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2008"	"2008"	17	1254270	Unreliable	0.8	2.2	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2009"	"2009"	16	1280225	Unreliable	0.7	2.0	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2010"	"2010"	15	1273242	Unreliable	0.7	1.9	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2011"	"2011"	18	1262013	Unreliable	0.8	2.3	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2012"	"2012"	13	1280243	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2013"	"2013"	10	1310759	Unreliable	0.4	1.4	0.2
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2014"	"2014"	12	1358095	Unreliable	0.5	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2015"	"2015"	14	1359423	Unreliable	0.6	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2016"	"2016"	16	1333946	Unreliable	0.7	1.9	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2018"	"2018"	14	1276920	Unreliable	0.6	1.8	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2019"	"2019"	15	1254620	Unreliable	0.7	2.0	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	"2020 "	"2020"	12	1229851	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2000"	"2000"	25	1168965	2.1	1.4	3.2	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2001"	"2001"	20	1119564	1.8	1.1	2.8	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2002"	"2002"	14	1153796	Unreliable	0.7	2.0	0.3
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2003"	"2003"	21	1163724	1.8	1.1	2.8	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2004"	"2004"	21	1200361	1.7	1.1	2.7	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2005"	"2005"	22	1254694	1.8	1.1	2.7	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2006"	"2006"	31	1271178	2.4	1.7	3.5	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2007"	"2007"	22	1267938	1.7	1.1	2.6	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2008"	"2008"	21	1274883	1.6	1.0	2.5	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2009"	"2009"	14	1257133	Unreliable	0.6	1.9	0.3
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2010"	"2010"	24	1273601	1.9	1.2	2.8	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2011"	"2011"	24	1270683	1.9	1.2	2.8	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2012"	"2012"	21	1266343	1.7	1.0	2.5	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2013"	"2013"	18	1283179	Unreliable	0.8	2.2	0.3
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2014"	"2014"	13	1313446	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2015"	"2015"	18	1361483	Unreliable	0.8	2.1	0.3
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2016"	"2016"	10	1360886	Unreliable	0.4	1.4	0.2
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2017"	"2017"	13	1332418	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2018"	"2018"	13	1297353	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2019"	"2019"	13	1275050	Unreliable	0.5	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	"2020 "	"2020"	11	1255746	Unreliable	0.4	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"1999"	"1999"	24	1148909	2.1	1.3	3.1	0.4
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2000"	"2000"	18	1126250	Unreliable	0.9	2.5	0.4
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2001"	"2001"	16	1160074	Unreliable	0.8	2.2	0.3
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2002"	"2002"	25	1110589	2.3	1.5	3.3	0.5
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2003"	"2003"	25	1139161	2.2	1.4	3.2	0.4
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2004"	"2004"	21	1154588	1.8	1.1	2.8	0.4
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2005"	"2005"	24	1186477	2.0	1.3	3.0	0.4
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2006"	"2006"	23	1240756	1.9	1.2	2.8	0.4
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2007"	"2007"	18	1254069	Unreliable	0.9	2.3	0.3
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2008"	"2008"	26	1249834	2.1	1.4	3.0	0.4
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2009"	"2009"	28	1254825	2.2	1.5	3.2	0.4
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2010"	"2010"	33	1238439	2.7	1.8	3.7	0.5
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2011"	"2011"	19	1282871	Unreliable	0.9	2.3	0.3
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2012"	"2012"	22	1274526	1.7	1.1	2.6	0.4
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2014"	"2014"	25	1286192	1.9	1.3	2.9	0.4
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2015"	"2015"	18	1316672	Unreliable	0.8	2.2	0.3
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2016"	"2016"	14	1362565	Unreliable	0.6	1.7	0.3
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2017"	"2017"	12	1359411	Unreliable	0.5	1.5	0.3
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2018"	"2018"	20	1331878	1.5	0.9	2.3	0.3
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2019"	"2019"	14	1295534	Unreliable	0.6	1.8	0.3
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	"2020 "	"2020"	12	1276625	Unreliable	0.5	1.6	0.3
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"1999"	"1999"	24	1260476	1.9	1.2	2.8	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2000"	"2000"	23	1180631	1.9	1.2	2.9	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2001"	"2001"	32	1127879	2.8	1.9	4.0	0.5
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2002"	"2002"	26	1155851	2.2	1.5	3.3	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2003"	"2003"	14	1104771	Unreliable	0.7	2.1	0.3
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2004"	"2004"	28	1140231	2.5	1.6	3.5	0.5
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2005"	"2005"	36	1154653	3.1	2.2	4.3	0.5
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2006"	"2006"	36	1189190	3.0	2.1	4.2	0.5
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2007"	"2007"	29	1243716	2.3	1.6	3.3	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2008"	"2008"	29	1259243	2.3	1.5	3.3	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2009"	"2009"	27	1255765	2.2	1.4	3.1	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2010"	"2010"	30	1261890	2.4	1.6	3.4	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2011"	"2011"	29	1239661	2.3	1.6	3.4	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2012"	"2012"	31	1286131	2.4	1.6	3.4	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2013"	"2013"	26	1277457	2.0	1.3	3.0	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2014"	"2014"	25	1272182	2.0	1.3	2.9	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2015"	"2015"	29	1289099	2.2	1.5	3.2	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2016"	"2016"	19	1317628	Unreliable	0.9	2.3	0.3
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2017"	"2017"	23	1360748	1.7	1.1	2.5	0.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2018"	"2018"	16	1358731	Unreliable	0.7	1.9	0.3
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2019"	"2019"	16	1330172	Unreliable	0.7	2.0	0.3
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	"2020 "	"2020"	32	1297410	2.5	1.7	3.5	0.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"1999"	"1999"	24	1356372	1.8	1.1	2.6	0.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2000"	"2000"	23	1277855	1.8	1.1	2.7	0.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2001"	"2001"	36	1160779	3.1	2.2	4.3	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2002"	"2002"	31	1124801	2.8	1.9	3.9	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2003"	"2003"	23	1150975	2.0	1.3	3.0	0.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2004"	"2004"	34	1106370	3.1	2.1	4.3	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2005"	"2005"	32	1140530	2.8	1.9	4.0	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2006"	"2006"	40	1157506	3.5	2.5	4.7	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2007"	"2007"	28	1191649	2.3	1.6	3.4	0.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2008"	"2008"	32	1248425	2.6	1.8	3.6	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2009"	"2009"	46	1264828	3.6	2.7	4.9	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2010"	"2010"	41	1253224	3.3	2.3	4.4	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2011"	"2011"	37	1260090	2.9	2.1	4.0	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2012"	"2012"	38	1242326	3.1	2.2	4.2	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2013"	"2013"	38	1287613	3.0	2.1	4.1	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2014"	"2014"	35	1279857	2.7	1.9	3.8	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2015"	"2015"	38	1275238	3.0	2.1	4.1	0.5
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2016"	"2016"	30	1289850	2.3	1.6	3.3	0.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2017"	"2017"	26	1315763	2.0	1.3	2.9	0.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2018"	"2018"	26	1359656	1.9	1.2	2.8	0.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2019"	"2019"	29	1357039	2.1	1.4	3.1	0.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	"2020 "	"2020"	27	1332006	2.0	1.3	2.9	0.4
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	"1999"	"1999"	31	1382284	2.2	1.5	3.2	0.4
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	"2000"	"2000"	37	1384804	2.7	1.9	3.7	0.4
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	"2001"	"2001"	40	1248698	3.2	2.3	4.4	0.5
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	"2002"	"2002"	39	1153496	3.4	2.4	4.6	0.5
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	"2003"	"2003"	48	1114124	4.3	3.2	5.7	0.6
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	"2004"	"2004"	42	1143628	3.7	2.6	5.0	0.6
