Race	Hispanic Origin	Age_groups	Gender	Year	Deaths	Population	Crude Rate
White	Not Hispanic or Latino	60-64 years	Female	2018	12632	7550439	167.301530414324
White	Not Hispanic or Latino	60-64 years	Female	2019	13020	7581734	171.728525427033
White	Not Hispanic or Latino	60-64 years	Female	2020	13810	7604662	181.599129586562
White	Not Hispanic or Latino	60-64 years	Female	2021	14486	7616608	190.189648725522
White	Not Hispanic or Latino	60-64 years	Female	2022	14463	7493768	193.000370441145
White	Not Hispanic or Latino	60-64 years	Male	2000	21798	4113867	529.866424947622
White	Not Hispanic or Latino	60-64 years	Male	2001	21165	4231056	500.229729883036
White	Not Hispanic or Latino	60-64 years	Male	2002	21329	4393249	485.494903657862
White	Not Hispanic or Latino	60-64 years	Male	2003	21646	4648582	465.647373758277
White	Not Hispanic or Latino	60-64 years	Male	2004	21316	4836000	440.777502067825
White	Not Hispanic or Latino	60-64 years	Male	2005	21557	4995868	431.496588780969
White	Not Hispanic or Latino	60-64 years	Male	2006	21208	5127052	413.64901311709
White	Not Hispanic or Latino	60-64 years	Male	2007	21998	5578839	394.311432898494
White	Not Hispanic or Latino	60-64 years	Male	2008	22501	5800117	387.940450166781
White	Not Hispanic or Latino	60-64 years	Male	2009	22669	6060669	374.034615650516
White	Not Hispanic or Latino	60-64 years	Male	2010	23121	6288214	367.68786812917
White	Not Hispanic or Latino	60-64 years	Male	2011	23955	6608141	362.50739807156
White	Not Hispanic or Latino	60-64 years	Male	2012	24023	6527655	368.018836779824
White	Not Hispanic or Latino	60-64 years	Male	2013	24396	6583471	370.564402881094
White	Not Hispanic or Latino	60-64 years	Male	2014	24996	6683927	373.971768393042
White	Not Hispanic or Latino	60-64 years	Male	2015	25762	6814088	378.069669778259
White	Not Hispanic or Latino	60-64 years	Male	2016	26513	6916690	383.319188802737
White	Not Hispanic or Latino	60-64 years	Male	2017	26995	7031812	383.89820433197
White	Not Hispanic or Latino	60-64 years	Male	2018	27748	7112293	390.141407278918
White	Not Hispanic or Latino	60-64 years	Male	2019	27697	7151623	387.28271890171
White	Not Hispanic or Latino	60-64 years	Male	2020	30307	7179085	422.156862608536
White	Not Hispanic or Latino	60-64 years	Male	2021	31033	7387407	420.07973839806
White	Not Hispanic or Latino	60-64 years	Male	2022	30103	7299922	412.37426920452
White	Not Hispanic or Latino	65-69 years	Female	2000	17797	4101812	433.881416310645
White	Not Hispanic or Latino	65-69 years	Female	2001	16604	4063803	408.582797935825
White	Not Hispanic or Latino	65-69 years	Female	2002	16122	4062380	396.86095343124
White	Not Hispanic or Latino	65-69 years	Female	2003	15315	4117417	371.956496026514
White	Not Hispanic or Latino	65-69 years	Female	2004	14777	4198160	351.987537397336
White	Not Hispanic or Latino	65-69 years	Female	2005	14579	4255961	342.554830742105
White	Not Hispanic or Latino	65-69 years	Female	2006	13692	4353916	314.475520428047
White	Not Hispanic or Latino	65-69 years	Female	2007	13615	4516895	301.423876357542
White	Not Hispanic or Latino	65-69 years	Female	2008	14020	4775357	293.590615319441
White	Not Hispanic or Latino	65-69 years	Female	2009	13811	4965756	278.124821275955
White	Not Hispanic or Latino	65-69 years	Female	2010	14022	5090536	275.452329577868
White	Not Hispanic or Latino	65-69 years	Female	2011	14137	5227581	270.43100814698
White	Not Hispanic or Latino	65-69 years	Female	2012	14775	5674238	260.387385936226
White	Not Hispanic or Latino	65-69 years	Female	2013	15393	5881599	261.714543953098
White	Not Hispanic or Latino	65-69 years	Female	2014	15758	6123197	257.349224596236
White	Not Hispanic or Latino	65-69 years	Female	2015	16740	6373883	262.634252934985
White	Not Hispanic or Latino	65-69 years	Female	2016	17430	6658443	261.772909973097
White	Not Hispanic or Latino	65-69 years	Female	2017	17386	6587391	263.928465761331
White	Not Hispanic or Latino	65-69 years	Female	2018	17086	6652125	256.850254617885
White	Not Hispanic or Latino	65-69 years	Female	2019	17276	6763238	255.439776036271
White	Not Hispanic or Latino	65-69 years	Female	2020	18887	6898198	273.796142122914
White	Not Hispanic or Latino	65-69 years	Female	2021	19866	6968490	285.083282030971
White	Not Hispanic or Latino	65-69 years	Female	2022	20137	6998820	287.719929931046
White	Not Hispanic or Latino	65-69 years	Male	2000	30019	3605311	832.632746523116
White	Not Hispanic or Latino	65-69 years	Male	2001	28247	3595859	785.542480948224
White	Not Hispanic or Latino	65-69 years	Male	2002	27731	3612434	767.654163370182
White	Not Hispanic or Latino	65-69 years	Male	2003	26786	3679382	728.002691756387
White	Not Hispanic or Latino	65-69 years	Male	2004	25438	3769006	674.925961911443
White	Not Hispanic or Latino	65-69 years	Male	2005	24576	3836589	640.569005436861
White	Not Hispanic or Latino	65-69 years	Male	2006	24154	3935236	613.787838899624
White	Not Hispanic or Latino	65-69 years	Male	2007	24012	4094688	586.418305863597
White	Not Hispanic or Latino	65-69 years	Male	2008	24868	4344355	572.420992299202
White	Not Hispanic or Latino	65-69 years	Male	2009	24902	4528274	549.922553273057
White	Not Hispanic or Latino	65-69 years	Male	2010	25279	4654113	543.153980146163
White	Not Hispanic or Latino	65-69 years	Male	2011	25603	4801082	533.27562411973
White	Not Hispanic or Latino	65-69 years	Male	2012	27314	5232533	522.003396825209
White	Not Hispanic or Latino	65-69 years	Male	2013	28490	5435950	524.103422584829
White	Not Hispanic or Latino	65-69 years	Male	2014	29548	5660062	522.043751464207
White	Not Hispanic or Latino	65-69 years	Male	2015	30914	5890546	524.807038260969
White	Not Hispanic or Latino	65-69 years	Male	2016	32613	6132295	531.823729941237
White	Not Hispanic or Latino	65-69 years	Male	2017	32478	6052363	536.616855267934
White	Not Hispanic or Latino	65-69 years	Male	2018	33409	6094585	548.17514235998
White	Not Hispanic or Latino	65-69 years	Male	2019	33631	6184025	543.836740634134
White	Not Hispanic or Latino	65-69 years	Male	2020	35966	6293104	571.514470442567
White	Not Hispanic or Latino	65-69 years	Male	2021	37727	6512384	579.311662211565
White	Not Hispanic or Latino	65-69 years	Male	2022	37980	6561101	578.866260403551
White	Not Hispanic or Latino	70-74 years	Female	2000	31180	4086093	763.076121860173
White	Not Hispanic or Latino	70-74 years	Female	2001	29610	4017544	737.017441501574
White	Not Hispanic or Latino	70-74 years	Female	2002	28440	3943356	721.213098690557
White	Not Hispanic or Latino	70-74 years	Female	2003	26476	3864787	685.057158389324
White	Not Hispanic or Latino	70-74 years	Female	2004	24626	3791896	649.43764280455
White	Not Hispanic or Latino	70-74 years	Female	2005	23193	3757002	617.327326416116
White	Not Hispanic or Latino	70-74 years	Female	2006	21785	3738990	582.643976047007
White	Not Hispanic or Latino	70-74 years	Female	2007	20429	3740907	546.09751057698
White	Not Hispanic or Latino	70-74 years	Female	2008	20138	3794292	530.744602682134
White	Not Hispanic or Latino	70-74 years	Female	2009	19494	3871651	503.506126972705
White	Not Hispanic or Latino	70-74 years	Female	2010	19033	3909774	486.805631220628
White	Not Hispanic or Latino	70-74 years	Female	2011	19054	4025822	473.2946464101
White	Not Hispanic or Latino	70-74 years	Female	2012	19194	4184931	458.645554729576
White	Not Hispanic or Latino	70-74 years	Female	2013	20129	4432560	454.116808345516
White	Not Hispanic or Latino	70-74 years	Female	2014	20641	4607294	448.007008018156
White	Not Hispanic or Latino	70-74 years	Female	2015	21918	4750284	461.40399184554
White	Not Hispanic or Latino	70-74 years	Female	2016	22395	4856799	461.106173016425
White	Not Hispanic or Latino	70-74 years	Female	2017	23930	5278005	453.391006639819
White	Not Hispanic or Latino	70-74 years	Female	2018	24331	5469235	444.870260648884
White	Not Hispanic or Latino	70-74 years	Female	2019	25171	5692824	442.153138758549
White	Not Hispanic or Latino	70-74 years	Female	2020	27119	5924967	457.70719060545
White	Not Hispanic or Latino	70-74 years	Female	2021	28628	6097584	469.497427177715
White	Not Hispanic or Latino	70-74 years	Female	2022	28673	6005494	477.446151806995
White	Not Hispanic or Latino	70-74 years	Male	2000	45314	3288915	1377.77960208762
White	Not Hispanic or Latino	70-74 years	Male	2001	42279	3278268	1289.67491370443
White	Not Hispanic or Latino	70-74 years	Male	2002	40533	3245790	1248.78689009455
White	Not Hispanic or Latino	70-74 years	Male	2003	37734	3206546	1176.78024890334
White	Not Hispanic or Latino	70-74 years	Male	2004	34616	3166882	1093.06251385432
White	Not Hispanic or Latino	70-74 years	Male	2005	33053	3163365	1044.86836011652
White	Not Hispanic or Latino	70-74 years	Male	2006	30964	3170662	976.578392777281
White	Not Hispanic or Latino	70-74 years	Male	2007	29729	3192895	931.098579815497
White	Not Hispanic or Latino	70-74 years	Male	2008	29521	3258957	905.841961093687
White	Not Hispanic or Latino	70-74 years	Male	2009	29072	3345358	869.025078930267
White	Not Hispanic or Latino	70-74 years	Male	2010	28624	3391018	844.11229902053
White	Not Hispanic or Latino	70-74 years	Male	2011	28778	3505670	820.898715509446
White	Not Hispanic or Latino	70-74 years	Male	2012	29354	3658387	802.375473125178
White	Not Hispanic or Latino	70-74 years	Male	2013	31142	3895724	799.389279117309
White	Not Hispanic or Latino	70-74 years	Male	2014	32463	4054745	800.617548082555
White	Not Hispanic or Latino	70-74 years	Male	2015	33923	4194407	808.76748489119
White	Not Hispanic or Latino	70-74 years	Male	2016	35157	4301332	817.351462291216
White	Not Hispanic or Latino	70-74 years	Male	2017	37831	4696082	805.586444189007
White	Not Hispanic or Latino	70-74 years	Male	2018	38754	4875761	794.829771188539
White	Not Hispanic or Latino	70-74 years	Male	2019	40093	5076365	789.797423944102
White	Not Hispanic or Latino	70-74 years	Male	2020	42747	5275819	810.243869245704
White	Not Hispanic or Latino	70-74 years	Male	2021	45680	5505091	829.777382426558
White	Not Hispanic or Latino	70-74 years	Male	2022	44784	5389306	830.978979482701
White	Not Hispanic or Latino	75-79 years	Female	2000	54132	3725948	1452.83831121637
White	Not Hispanic or Latino	75-79 years	Female	2001	51527	3698950	1393.01693723895
White	Not Hispanic or Latino	75-79 years	Female	2002	49437	3667267	1348.06110381382
White	Not Hispanic or Latino	75-79 years	Female	2003	46946	3641215	1289.29491941563
White	Not Hispanic or Latino	75-79 years	Female	2004	43118	3577134	1205.37838392411
White	Not Hispanic or Latino	75-79 years	Female	2005	40857	3531686	1156.86955182312
White	Not Hispanic or Latino	75-79 years	Female	2006	38182	3486974	1094.98952386797
White	Not Hispanic or Latino	75-79 years	Female	2007	35624	3427172	1039.45760527922
White	Not Hispanic or Latino	75-79 years	Female	2008	34063	3362728	1012.95733701923
White	Not Hispanic or Latino	75-79 years	Female	2009	31782	3303614	962.037332448646
White	Not Hispanic or Latino	75-79 years	Female	2010	30567	3287271	929.859448764644
White	Not Hispanic or Latino	75-79 years	Female	2011	29511	3270291	902.396759187485
White	Not Hispanic or Latino	75-79 years	Female	2012	28936	3284732	880.924227608219
White	Not Hispanic or Latino	75-79 years	Female	2013	28560	3340049	855.077275812421
White	Not Hispanic or Latino	75-79 years	Female	2014	28639	3420345	837.313195013953
White	Not Hispanic or Latino	75-79 years	Female	2015	29417	3479260	845.495881308094
White	Not Hispanic or Latino	75-79 years	Female	2016	29457	3573929	824.218947830245
White	Not Hispanic or Latino	75-79 years	Female	2017	30703	3716831	826.053161954364
White	Not Hispanic or Latino	75-79 years	Female	2018	31805	3943031	806.612983768071
White	Not Hispanic or Latino	75-79 years	Female	2019	32663	4095254	797.581786135854
White	Not Hispanic or Latino	75-79 years	Female	2020	34379	4218840	814.892245261731
White	Not Hispanic or Latino	75-79 years	Female	2021	36248	4128920	877.905118045397
White	Not Hispanic or Latino	75-79 years	Female	2022	38721	4540665	852.760553795534
White	Not Hispanic or Latino	75-79 years	Male	2000	60028	2619131	2291.90521589031
White	Not Hispanic or Latino	75-79 years	Male	2001	57753	2630912	2195.17034397198
White	Not Hispanic or Latino	75-79 years	Male	2002	55685	2642321	2107.42752299967
White	Not Hispanic or Latino	75-79 years	Male	2003	53626	2659135	2016.67083468872
White	Not Hispanic or Latino	75-79 years	Male	2004	49368	2654958	1859.46444350532
White	Not Hispanic or Latino	75-79 years	Male	2005	47277	2660667	1776.88526974627
White	Not Hispanic or Latino	75-79 years	Male	2006	44342	2661067	1666.32407226124
White	Not Hispanic or Latino	75-79 years	Male	2007	41717	2644456	1577.52672005131
White	Not Hispanic or Latino	75-79 years	Male	2008	40323	2621514	1538.15695815472
White	Not Hispanic or Latino	75-79 years	Male	2009	37995	2597732	1462.62201027666
White	Not Hispanic or Latino	75-79 years	Male	2010	37022	2604993	1421.19383814083
White	Not Hispanic or Latino	75-79 years	Male	2011	36208	2621024	1381.44480935695
White	Not Hispanic or Latino	75-79 years	Male	2012	35525	2654999	1338.04193523237
White	Not Hispanic or Latino	75-79 years	Male	2013	36625	2722302	1345.3687357244
White	Not Hispanic or Latino	75-79 years	Male	2014	37269	2806684	1327.8659086666
White	Not Hispanic or Latino	75-79 years	Male	2015	38086	2869856	1327.10491397478
White	Not Hispanic or Latino	75-79 years	Male	2016	38767	2954863	1311.97283934991
White	Not Hispanic or Latino	75-79 years	Male	2017	40505	3089031	1311.25262258618
White	Not Hispanic or Latino	75-79 years	Male	2018	42182	3294887	1280.22599864578
White	Not Hispanic or Latino	75-79 years	Male	2019	43625	3426428	1273.19179040097
White	Not Hispanic or Latino	75-79 years	Male	2020	46704	3539105	1319.65567565811
White	Not Hispanic or Latino	75-79 years	Male	2021	47990	3515488	1365.10208540038
White	Not Hispanic or Latino	75-79 years	Male	2022	51304	3876996	1323.29256981436
White	Not Hispanic or Latino	80-84 years	Female	2000	76700	2702744	2837.85663755058
White	Not Hispanic or Latino	80-84 years	Female	2001	76645	2779168	2757.83975635874
White	Not Hispanic or Latino	80-84 years	Female	2002	75951	2840836	2673.54398493964
White	Not Hispanic or Latino	80-84 years	Female	2003	73657	2871621	2564.99726112882
White	Not Hispanic or Latino	80-84 years	Female	2004	70200	2919814	2404.26273728395
White	Not Hispanic or Latino	80-84 years	Female	2005	68077	2937585	2317.44783555199
White	Not Hispanic or Latino	80-84 years	Female	2006	62942	2925051	2151.82572885054
White	Not Hispanic or Latino	80-84 years	Female	2007	59797	2912053	2053.43103302035
White	Not Hispanic or Latino	80-84 years	Female	2008	57775	2900831	1991.67066264805
White	Not Hispanic or Latino	80-84 years	Female	2009	53748	2860258	1879.13118327088
White	Not Hispanic or Latino	80-84 years	Female	2010	51524	2838020	1815.49108181056
White	Not Hispanic or Latino	80-84 years	Female	2011	49859	2810292	1774.1572761834
White	Not Hispanic or Latino	80-84 years	Female	2012	47880	2772291	1727.09142005655
White	Not Hispanic or Latino	80-84 years	Female	2013	46703	2723815	1714.61718215077
White	Not Hispanic or Latino	80-84 years	Female	2014	45521	2682034	1697.25663433051
White	Not Hispanic or Latino	80-84 years	Female	2015	45886	2666277	1720.9764776878
White	Not Hispanic or Latino	80-84 years	Female	2016	43632	2666251	1636.45508243597
White	Not Hispanic or Latino	80-84 years	Female	2017	43857	2679545	1636.73310207517
White	Not Hispanic or Latino	80-84 years	Female	2018	43813	2732446	1603.435163952
White	Not Hispanic or Latino	80-84 years	Female	2019	44230	2794000	1583.03507516106
White	Not Hispanic or Latino	80-84 years	Female	2020	44889	2838947	1581.18485480708
White	Not Hispanic or Latino	80-84 years	Female	2021	45832	2741242	1671.94286385514
White	Not Hispanic or Latino	80-84 years	Female	2022	47888	2920664	1639.62715327747
White	Not Hispanic or Latino	80-84 years	Male	2000	64204	1606270	3997.08641760103
White	Not Hispanic or Latino	80-84 years	Male	2001	63984	1681282	3805.66734194502
White	Not Hispanic or Latino	80-84 years	Male	2002	64042	1737354	3686.18024881515
White	Not Hispanic or Latino	80-84 years	Male	2003	62977	1773800	3550.40027060548
White	Not Hispanic or Latino	80-84 years	Male	2004	60561	1818671	3329.959074511
White	Not Hispanic or Latino	80-84 years	Male	2005	58969	1851696	3184.59401543234
White	Not Hispanic or Latino	80-84 years	Male	2006	55950	1867182	2996.49418214186
White	Not Hispanic or Latino	80-84 years	Male	2007	53636	1889185	2839.10786926638
White	Not Hispanic or Latino	80-84 years	Male	2008	52423	1912346	2741.29263219104
White	Not Hispanic or Latino	80-84 years	Male	2009	50293	1921250	2617.72283669486
White	Not Hispanic or Latino	80-84 years	Male	2010	49327	1930668	2554.9188156638
White	Not Hispanic or Latino	80-84 years	Male	2011	48885	1955849	2499.42608043873
White	Not Hispanic or Latino	80-84 years	Male	2012	47344	1957694	2418.35547332729
White	Not Hispanic or Latino	80-84 years	Male	2013	47385	1954228	2424.74266052886
White	Not Hispanic or Latino	80-84 years	Male	2014	46477	1946464	2387.76571259474
White	Not Hispanic or Latino	80-84 years	Male	2015	47123	1957509	2407.29416825159
White	Not Hispanic or Latino	80-84 years	Male	2016	46004	1976253	2327.83960353254
White	Not Hispanic or Latino	80-84 years	Male	2017	46580	2006679	2321.24819166394
White	Not Hispanic or Latino	80-84 years	Male	2018	46984	2063839	2276.53416763614
White	Not Hispanic or Latino	80-84 years	Male	2019	47951	2121021	2260.75083650751
White	Not Hispanic or Latino	80-84 years	Male	2020	49554	2165823	2287.99860376402
White	Not Hispanic or Latino	80-84 years	Male	2021	50338	2113729	2381.47842036515
White	Not Hispanic or Latino	80-84 years	Male	2022	52671	2222327	2370.08325057474
